"screen_name","line","word"
"BuildingToys1",30,"https://t.co/91fxktnjxb"
"BuildingToys1",31,"brand"
"BuildingToys1",31,"sealed"
"BuildingToys1",31,"lego"
"BuildingToys1",31,"star"
"BuildingToys1",31,"wars"
"BuildingToys1",31,"naboo"
"BuildingToys1",31,"starfighter"
"BuildingToys1",31,"https://t.co/uui2jgbhbd"
"BuildingToys1",31,"ebay"
"BuildingToys1",31,"https://t.co/fyg8svxkyc"
"BuildingToys1",32,"lego"
"BuildingToys1",32,"star"
"BuildingToys1",32,"wars"
"BuildingToys1",32,"kylo"
"BuildingToys1",32,"rens"
"BuildingToys1",32,"shuttle"
"BuildingToys1",32,"reduced"
"BuildingToys1",32,"price"
"BuildingToys1",32,"https://t.co/dsruuu0xgl"
"BuildingToys1",32,"ebay"
"BuildingToys1",32,"https://t.co/vzcikszdok"
"iKroniicks",1,"shoutout"
"iKroniicks",1,"@mattyccg"
"iKroniicks",1,"buying"
"iKroniicks",1,"lunch"
"iKroniicks",1,"ice"
"iKroniicks",1,"cream"
"iKroniicks",1,"insane"
"iKroniicks",1,"star"
"iKroniicks",1,"wars"
"iKroniicks",1,"lego"
"iKroniicks",1,"set"
"iKroniicks",1,"unreal"
"iKroniicks",1,"https://t.co/ejmqodvpb0"
"olivercgoetz",1,"puffin"
"olivercgoetz",1,"invisible"
"olivercgoetz",1,"star"
"olivercgoetz",1,"star"
"olivercgoetz",1,"wars"
"olivercgoetz",1,"sequel"
"olivercgoetz",1,"trilogy"
"olivercgoetz",1,"invent"
"olivercgoetz",1,"porg"
"olivercgoetz",1,"cover"
"olivercgoetz",1,"puffins"
"olivercgoetz",1,"shot"
"olivercgoetz",1,"irish"
"olivercgoetz",1,"island"
"olivercgoetz",1,"skellig"
"olivercgoetz",1,"michael"
"olivercgoetz",1,"#lego"
"olivercgoetz",1,"#puffin"
"olivercgoetz",1,"#funnybirds"
"olivercgoetz",1,"https://t.co/zqpjpoov4b"
"TonyAmerica12",1,"lego"
"TonyAmerica12",1,"star"
"TonyAmerica12",1,"wars"
"TonyAmerica12",1,"https://t.co/nrqpfst6bv"
"Ivyevelynn",1,"forced"
"Ivyevelynn",1,"play"
"Ivyevelynn",1,"obi"
"Ivyevelynn",1,"wan"
"Ivyevelynn",1,"lego"
"Ivyevelynn",1,"star"
"Ivyevelynn",1,"wars"
"Ivyevelynn",1,"tcs"
"Ivyevelynn",1,"https://t.co/xoupeonvct"
"MrKoalahxd",1,"cuddle"
"MrKoalahxd",1,"play"
"MrKoalahxd",1,"lego"
"MrKoalahxd",1,"star"
"MrKoalahxd",1,"wars"
"MrKoalahxd",1,"game"
"MrKoalahxd",1,"https://t.co/8nbgmxol9u"
"illest_1011",1,"@fazeclan"
"illest_1011",1,"lego"
"illest_1011",1,"star"
"illest_1011",1,"wars"
"BossPlayer0419",1,"@starvoid7"
"BossPlayer0419",1,"lego"
"BossPlayer0419",1,"star"
"BossPlayer0419",1,"wars"
"SkilletheadJP",1,"@lswgame"
"SkilletheadJP",1,"wait"
"SkilletheadJP",1,"game"
"SkilletheadJP",1,"lego"
"SkilletheadJP",1,"star"
"SkilletheadJP",1,"wars"
"SkilletheadJP",1,"battles"
"SkilletheadJP",1,"wait"
"SkilletheadJP",1,"game"
"vinterp2",1,"playing"
"vinterp2",1,"lego"
"vinterp2",1,"star"
"vinterp2",1,"wars"
"vinterp2",1,"throat"
"vinterp2",1,"hurts"
"vinterp2",1,"arm"
"vinterp2",1,"https://t.co/m6yx59m4w2"
"vinterp2",2,"@skull13434093"
"vinterp2",2,"playing"
"vinterp2",2,"lego"
"vinterp2",2,"star"
"vinterp2",2,"wars"
"vinterp2",3,"understood"
"vinterp2",3,"reference"
"vinterp2",3,"remembered"
"vinterp2",3,"lego"
"vinterp2",3,"star"
"vinterp2",3,"wars"
"vinterp2",3,"society"
"vinterp2",3,"https://t.co/uvyaxn5egz"
"vinterp2",3,"https://t.co/jvttvx9hez"
"vinterp2",4,"jumpscared"
"vinterp2",4,"lego"
"vinterp2",4,"fucking"
"vinterp2",4,"star"
"vinterp2",4,"wars"
"vinterp2",4,"literally"
"vinterp2",5,"@amogusleakreal"
"vinterp2",5,"lego"
"vinterp2",5,"star"
"vinterp2",5,"wars"
"vinterp2",5,"droids"
"vinterp2",5,"head"
"vinterp2",5,"access"
"vinterp2",5,"panels"
"vinterp2",5,"die"
"vinterp2",5,"chase"
"vinterp2",5,"head"
"vinterp2",6,"fuck"
"vinterp2",6,"buying"
"vinterp2",6,"lego"
"vinterp2",6,"star"
"vinterp2",6,"wars"
"vinterp2",6,"game"
"vinterp2",6,"super"
"vinterp2",6,"underrated"
"vinterp2",6,"https://t.co/lec370fkrk"
"XenaGifts",1,"ad"
"XenaGifts",1,"lego"
"XenaGifts",1,"atat"
"XenaGifts",1,"star"
"XenaGifts",1,"wars"
"XenaGifts",1,"tm"
"XenaGifts",1,"https://t.co/imjegartbp"
"XenaGifts",1,"https://t.co/yqrgmjtaoa"
"XenaGifts",2,"ad"
"XenaGifts",2,"lego"
"XenaGifts",2,"star"
"XenaGifts",2,"wars"
"XenaGifts",2,"boba"
"XenaGifts",2,"fetts"
"XenaGifts",2,"starship"
"XenaGifts",2,"building"
"XenaGifts",2,"toy"
"XenaGifts",2,"factory"
"XenaGifts",2,"sealed"
"XenaGifts",2,"https://t.co/2k7gckq33i"
"XenaGifts",2,"https://t.co/fghuqtel6y"
"XenaGifts",3,"ad"
"XenaGifts",3,"lego"
"XenaGifts",3,"star"
"XenaGifts",3,"wars"
"XenaGifts",3,"geonosis"
"XenaGifts",3,"troopers"
"XenaGifts",3,"building"
"XenaGifts",3,"set"
"XenaGifts",3,"nisb"
"XenaGifts",3,"https://t.co/wehsqymlye"
"XenaGifts",3,"https://t.co/yfcjzfoevu"
"XenaGifts",4,"ad"
"XenaGifts",4,"lego"
"XenaGifts",4,"star"
"XenaGifts",4,"wars"
"XenaGifts",4,"imperial"
"XenaGifts",4,"trooper"
"XenaGifts",4,"battle"
"XenaGifts",4,"pack"
"XenaGifts",4,"factory"
"XenaGifts",4,"sealed"
"XenaGifts",4,"minor"
"XenaGifts",4,"wear"
"XenaGifts",4,"https://t.co/6wutdve2fl"
"XenaGifts",4,"https://t.co/v4lsnweqh2"
"XenaGifts",5,"ad"
"XenaGifts",5,"lego"
"XenaGifts",5,"star"
"XenaGifts",5,"wars"
"XenaGifts",5,"starscavenger"
"XenaGifts",5,"complete"
"XenaGifts",5,"minifigures"
"XenaGifts",5,"amp"
"XenaGifts",5,"manual"
"XenaGifts",5,"https://t.co/9mtppk0zw3"
"XenaGifts",5,"https://t.co/wficsew0cn"
"XenaGifts",6,"ad"
"XenaGifts",6,"lego"
"XenaGifts",6,"star"
"XenaGifts",6,"wars"
"XenaGifts",6,"imperial"
"XenaGifts",6,"patrol"
"XenaGifts",6,"battle"
"XenaGifts",6,"pack"
"XenaGifts",6,"https://t.co/onvjlkt2en"
"XenaGifts",6,"https://t.co/9yk3zboxqb"
"XenaGifts",7,"ad"
"XenaGifts",7,"lego"
"XenaGifts",7,"star"
"XenaGifts",7,"wars"
"XenaGifts",7,"grievouss"
"XenaGifts",7,"starfighter"
"XenaGifts",7,"set"
"XenaGifts",7,"factory"
"XenaGifts",7,"sealed"
"XenaGifts",7,"https://t.co/hpbvrnwm3z"
"XenaGifts",7,"https://t.co/mpbomgwtx1"
"XenaGifts",8,"ad"
"XenaGifts",8,"lego"
"XenaGifts",8,"star"
"XenaGifts",8,"wars"
"XenaGifts",8,"mandalorian"
"XenaGifts",8,"starfighter"
"XenaGifts",8,"building"
"XenaGifts",8,"toy"
"XenaGifts",8,"pieces"
"XenaGifts",8,"https://t.co/yljn2db3rx"
"XenaGifts",8,"https://t.co/bn74eodthv"
"XenaGifts",9,"ad"
"XenaGifts",9,"lego"
"XenaGifts",9,"star"
"XenaGifts",9,"wars"
"XenaGifts",9,"boba"
"XenaGifts",9,"fetts"
"XenaGifts",9,"starship"
"XenaGifts",9,"kit"
"XenaGifts",9,"pcs"
"XenaGifts",9,"box"
"XenaGifts",9,"https://t.co/sfqujvjugn"
"XenaGifts",9,"https://t.co/blumsbvklc"
"XenaGifts",10,"ad"
"XenaGifts",10,"star"
"XenaGifts",10,"wars"
"XenaGifts",10,"lego"
"XenaGifts",10,"lot"
"XenaGifts",10,"https://t.co/af8vsncea7"
"XenaGifts",10,"https://t.co/yko1pjmrbx"
"XenaGifts",11,"ad"
"XenaGifts",11,"lego"
"XenaGifts",11,"star"
"XenaGifts",11,"wars"
"XenaGifts",11,"lot"
"XenaGifts",11,"sets"
"XenaGifts",11,"https://t.co/azsxrksbjq"
"XenaGifts",11,"https://t.co/2brhnq60vi"
"XenaGifts",12,"ad"
"XenaGifts",12,"gar"
"XenaGifts",12,"saxon"
"XenaGifts",12,"lego"
"XenaGifts",12,"star"
"XenaGifts",12,"wars"
"XenaGifts",12,"https://t.co/oxmgpsryxm"
"XenaGifts",12,"https://t.co/ywpzouvxhp"
"XenaGifts",13,"ad"
"XenaGifts",13,"lego"
"XenaGifts",13,"star"
"XenaGifts",13,"wars"
"XenaGifts",13,"slave"
"XenaGifts",13,"set"
"XenaGifts",13,"nib"
"XenaGifts",13,"brand"
"XenaGifts",13,"https://t.co/cmbkym9k9x"
"XenaGifts",13,"https://t.co/pfh9sgwwzr"
"XenaGifts",14,"ad"
"XenaGifts",14,"lego"
"XenaGifts",14,"star"
"XenaGifts",14,"wars"
"XenaGifts",14,"clone"
"XenaGifts",14,"troopers"
"XenaGifts",14,"droidekas"
"XenaGifts",14,"battle"
"XenaGifts",14,"pack"
"XenaGifts",14,"complete"
"XenaGifts",14,"https://t.co/ywl0ohwx26"
"XenaGifts",14,"https://t.co/38splslfq9"
"XenaGifts",15,"ad"
"XenaGifts",15,"lego"
"XenaGifts",15,"star"
"XenaGifts",15,"wars"
"XenaGifts",15,"vintage"
"XenaGifts",15,"huge"
"XenaGifts",15,"lot"
"XenaGifts",15,"cloud"
"XenaGifts",15,"city"
"XenaGifts",15,"tie"
"XenaGifts",15,"collection"
"XenaGifts",15,"gunship"
"XenaGifts",15,"https://t.co/dkz4ufo7ba"
"XenaGifts",15,"https://t.co/4tcep1tqts"
"XenaGifts",16,"ad"
"XenaGifts",16,"lego"
"XenaGifts",16,"star"
"XenaGifts",16,"wars"
"XenaGifts",16,"darth"
"XenaGifts",16,"vader"
"XenaGifts",16,"meditation"
"XenaGifts",16,"chamber"
"XenaGifts",16,"https://t.co/jke4lt20u2"
"XenaGifts",16,"https://t.co/upl9e3vp7r"
"XenaGifts",17,"ad"
"XenaGifts",17,"lego"
"XenaGifts",17,"star"
"XenaGifts",17,"wars"
"XenaGifts",17,"resistance"
"XenaGifts",17,"bomber"
"XenaGifts",17,"https://t.co/gemblmtegx"
"XenaGifts",17,"https://t.co/fhkbrgiulu"
"XenaGifts",18,"ad"
"XenaGifts",18,"lego"
"XenaGifts",18,"star"
"XenaGifts",18,"wars"
"XenaGifts",18,"imperial"
"XenaGifts",18,"patrol"
"XenaGifts",18,"battle"
"XenaGifts",18,"pack"
"XenaGifts",18,"sealed"
"XenaGifts",18,"https://t.co/wrea7kfgbe"
"XenaGifts",18,"https://t.co/tqnikbgeu3"
"XenaGifts",19,"ad"
"XenaGifts",19,"lego"
"XenaGifts",19,"star"
"XenaGifts",19,"wars"
"XenaGifts",19,"phantom"
"XenaGifts",19,"sealed"
"XenaGifts",19,"retired"
"XenaGifts",19,"https://t.co/ljubccy0do"
"XenaGifts",19,"https://t.co/qmpbkogffu"
"XenaGifts",20,"ad"
"XenaGifts",20,"lego"
"XenaGifts",20,"star"
"XenaGifts",20,"wars"
"XenaGifts",20,"slave"
"XenaGifts",20,"complete"
"XenaGifts",20,"minifigures"
"XenaGifts",20,"instructions"
