"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x184910364","x1433549921790029846",2021-09-02 21:58:30,"draziraphale","umm, why isn't more #RStats people talking about #learnr ??? 
First time opening it up. I am just blown away with t… https://t.co/Xo6R52IDuC","Twitter for Android",,,,,FALSE,TRUE,0,2,,,"RStats learnr",,,,,,,,,,,,,"x780551700432117760","StarTrek_Lt","en",,,,,,,,,,,,,,,,"x1433546561225576448","umm, why isn't more #RStats people talking about #learnr ??? 
First time opening it up. I am just blown away with t… https://t.co/Xo6R52IDuC",2021-09-02 21:45:08,"Twitter Web App",3,2,"x780551700432117760","StarTrek_Lt","BHSci_, Python, R & Graphical Art 🦄🇨🇦🌈",322,313,7523,"Canada","🦄 Transgender non-binary 🌈  (they/them)
\\ BHSc, (Health Sci). Epi /PubHealth  \\ 
GitHub: PythonCoderUnicorn
R_LGBTQ: https://t.co/oy2A6Fpave",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/draziraphale/status/1433549921790029846","Patrick Denny","Galway, Ireland","Technical citizen - personal account, not claiming to represent anyone I might work with, views expressed by me are in good faith. RT is not endorsement.","https://t.co/cSrGVbK9ZR",FALSE,1605,1599,181,76648,14993,2010-08-30 19:54:18,FALSE,"https://t.co/cSrGVbK9ZR","http://ie.linkedin.com/in/patrickdenny",,"https://pbs.twimg.com/profile_banners/184910364/1394150074","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/868502620826218496/LWwzlvou_normal.jpg"
"x1011817655957893120","x1433549238177198115",2021-09-02 21:55:47,"rstatstweet","umm, why isn't more #RStats people talking about #learnr ??? 
First time opening it up. I am just blown away with t… https://t.co/Xo6R52IDuC","rstatsretweetingtool",,,,,FALSE,TRUE,0,2,,,"RStats learnr",,,,,,,,,,,,,"x780551700432117760","StarTrek_Lt","en",,,,,,,,,,,,,,,,"x1433546561225576448","umm, why isn't more #RStats people talking about #learnr ??? 
First time opening it up. I am just blown away with t… https://t.co/Xo6R52IDuC",2021-09-02 21:45:08,"Twitter Web App",3,2,"x780551700432117760","StarTrek_Lt","BHSci_, Python, R & Graphical Art 🦄🇨🇦🌈",322,313,7523,"Canada","🦄 Transgender non-binary 🌈  (they/them)
\\ BHSc, (Health Sci). Epi /PubHealth  \\ 
GitHub: PythonCoderUnicorn
R_LGBTQ: https://t.co/oy2A6Fpave",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/rstatstweet/status/1433549238177198115","Rstats","","I retweet #rstats stuff. Maintained by @justin_ct_ho.",,FALSE,16168,32,277,328078,1,2018-06-27 03:45:02,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1011818295916417025/P1CkbdYi_normal.jpg"
