"user","user_id"
"CaulfieldTim","x509212441"
"CaulfieldTim","x14891585"
"CaulfieldTim","x833244090"
"CaulfieldTim","x73188328"
"CaulfieldTim","x308779730"
"CaulfieldTim","x512945936"
"CaulfieldTim","x780579095264399361"
"CaulfieldTim","x37853966"
"CaulfieldTim","x155062488"
"CaulfieldTim","x50683988"
"CaulfieldTim","x33396367"
"CaulfieldTim","x58228296"
"CaulfieldTim","x189244927"
"CaulfieldTim","x737362108397060096"
"CaulfieldTim","x798587543038160896"
"CaulfieldTim","x3969351"
"CaulfieldTim","x37940597"
"CaulfieldTim","x27131901"
"CaulfieldTim","x2485704626"
"CaulfieldTim","x297176106"
"CaulfieldTim","x104786280"
"CaulfieldTim","x368665193"
"CaulfieldTim","x22003654"
"CaulfieldTim","x225226797"
"CaulfieldTim","x954996284934578176"
"CaulfieldTim","x260453412"
"CaulfieldTim","x30715607"
"CaulfieldTim","x1408541298"
"CaulfieldTim","x35984854"
"CaulfieldTim","x22675937"
"CaulfieldTim","x283293732"
"CaulfieldTim","x4720137912"
"CaulfieldTim","x198514721"
"CaulfieldTim","x580008385"
"CaulfieldTim","x530853470"
"CaulfieldTim","x15019821"
"CaulfieldTim","x805276508"
"CaulfieldTim","x15966995"
"CaulfieldTim","x905058838566625280"
"CaulfieldTim","x313597319"
"CaulfieldTim","x460395126"
"CaulfieldTim","x585974512"
"CaulfieldTim","x778369141"
"CaulfieldTim","x139923175"
"CaulfieldTim","x953962254"
"CaulfieldTim","x77469709"
"CaulfieldTim","x138850714"
"CaulfieldTim","x1316039629347393542"
"CaulfieldTim","x794888847075241984"
"CaulfieldTim","x45886832"
"CaulfieldTim","x10371822"
"CaulfieldTim","x7454012"
"CaulfieldTim","x941675887"
"CaulfieldTim","x1093794776"
"CaulfieldTim","x49136309"
"CaulfieldTim","x122792963"
"CaulfieldTim","x2180447343"
"CaulfieldTim","x12609292"
"CaulfieldTim","x129895929"
"CaulfieldTim","x1876968577"
"CaulfieldTim","x175049339"
"CaulfieldTim","x3010606631"
"CaulfieldTim","x23457492"
"CaulfieldTim","x241738550"
"CaulfieldTim","x45422238"
"CaulfieldTim","x3731071167"
"CaulfieldTim","x15599154"
"CaulfieldTim","x23365540"
"CaulfieldTim","x27250191"
"CaulfieldTim","x1537174987"
"CaulfieldTim","x1093824840761573376"
"CaulfieldTim","x824761019591450625"
"CaulfieldTim","x1879830174"
"CaulfieldTim","x303572798"
"CaulfieldTim","x32804515"
"CaulfieldTim","x14108832"
"CaulfieldTim","x1022127404"
"CaulfieldTim","x56050543"
"CaulfieldTim","x384650167"
"CaulfieldTim","x194159907"
"CaulfieldTim","x138737516"
"CaulfieldTim","x469630892"
"CaulfieldTim","x20634541"
"CaulfieldTim","x4778705080"
"CaulfieldTim","x1298936353"
"CaulfieldTim","x471479943"
"CaulfieldTim","x1947077328"
"CaulfieldTim","x2150041849"
"CaulfieldTim","x19733785"
"CaulfieldTim","x35876456"
"CaulfieldTim","x2260837674"
"CaulfieldTim","x343765099"
"CaulfieldTim","x117122035"
"CaulfieldTim","x322841750"
"CaulfieldTim","x981641336"
"CaulfieldTim","x279550671"
"CaulfieldTim","x259645736"
"CaulfieldTim","x25981578"
"CaulfieldTim","x3002728574"
"CaulfieldTim","x283616655"
"CaulfieldTim","x1047429650169954305"
"CaulfieldTim","x2799910589"
"CaulfieldTim","x20675976"
"CaulfieldTim","x33369893"
"CaulfieldTim","x167431567"
"CaulfieldTim","x75641981"
"CaulfieldTim","x476559036"
"CaulfieldTim","x18999830"
"CaulfieldTim","x30138572"
"CaulfieldTim","x1890389540"
"CaulfieldTim","x32680873"
"CaulfieldTim","x58872308"
"CaulfieldTim","x983449894672269312"
"CaulfieldTim","x1065850262"
"CaulfieldTim","x506216849"
"CaulfieldTim","x97078650"
"CaulfieldTim","x78399526"
"CaulfieldTim","x3008913119"
"CaulfieldTim","x112341453"
"CaulfieldTim","x768488138784202752"
"CaulfieldTim","x254113755"
"CaulfieldTim","x710819257"
"CaulfieldTim","x36065127"
"CaulfieldTim","x632048177"
"CaulfieldTim","x45007669"
"CaulfieldTim","x15706926"
"CaulfieldTim","x114848825"
"CaulfieldTim","x94485569"
"CaulfieldTim","x835992867646636033"
"CaulfieldTim","x202819393"
"CaulfieldTim","x265763563"
"CaulfieldTim","x1035515752386842624"
"CaulfieldTim","x301863076"
"CaulfieldTim","x169273650"
"CaulfieldTim","x756116796"
"CaulfieldTim","x261872885"
"CaulfieldTim","x3284976270"
"CaulfieldTim","x2860913114"
"CaulfieldTim","x408384224"
"CaulfieldTim","x7790922"
"CaulfieldTim","x22104276"
"CaulfieldTim","x267863656"
"CaulfieldTim","x107173519"
"CaulfieldTim","x360151488"
"CaulfieldTim","x183707859"
"CaulfieldTim","x3321670796"
"CaulfieldTim","x309941157"
"CaulfieldTim","x202342149"
"CaulfieldTim","x282352687"
"CaulfieldTim","x58736533"
"CaulfieldTim","x21069212"
"CaulfieldTim","x2391745471"
"CaulfieldTim","x4097641334"
"CaulfieldTim","x17107316"
"CaulfieldTim","x2966727298"
"CaulfieldTim","x26024118"
"CaulfieldTim","x123717794"
"CaulfieldTim","x2786669582"
"CaulfieldTim","x897886992"
"CaulfieldTim","x820452522494226433"
"CaulfieldTim","x522629415"
"CaulfieldTim","x2612653424"
"CaulfieldTim","x997040168"
"CaulfieldTim","x861645174"
"CaulfieldTim","x16866617"
"CaulfieldTim","x3565741398"
"CaulfieldTim","x819943970755252224"
"CaulfieldTim","x3056932372"
"CaulfieldTim","x770898367601844224"
"CaulfieldTim","x23253736"
"CaulfieldTim","x2704467561"
"CaulfieldTim","x27046692"
"CaulfieldTim","x2853182162"
"CaulfieldTim","x1305604519087177728"
"CaulfieldTim","x46269137"
"CaulfieldTim","x36959894"
"CaulfieldTim","x1962962911"
"CaulfieldTim","x735243"
"CaulfieldTim","x1487545730"
"CaulfieldTim","x15684633"
"CaulfieldTim","x72966192"
"CaulfieldTim","x94365114"
"CaulfieldTim","x400135984"
"CaulfieldTim","x552928388"
"CaulfieldTim","x281031538"
"CaulfieldTim","x2704715387"
"CaulfieldTim","x151688047"
"CaulfieldTim","x126722715"
"CaulfieldTim","x20601500"
"CaulfieldTim","x227429355"
"CaulfieldTim","x8143682"
"CaulfieldTim","x18318642"
"CaulfieldTim","x211972989"
"CaulfieldTim","x80850597"
"CaulfieldTim","x14892214"
"CaulfieldTim","x556948288"
"CaulfieldTim","x335353127"
"CaulfieldTim","x176256350"
"CaulfieldTim","x1896095874"
"CaulfieldTim","x15808647"
"CaulfieldTim","x707586830"
"CaulfieldTim","x1260010550"
"CaulfieldTim","x21245870"
"CaulfieldTim","x274252075"
"CaulfieldTim","x339727722"
"CaulfieldTim","x4764967767"
"CaulfieldTim","x22501970"
"CaulfieldTim","x2680384351"
"CaulfieldTim","x596201340"
"CaulfieldTim","x397514400"
"CaulfieldTim","x19851069"
"CaulfieldTim","x22308774"
"CaulfieldTim","x1033587691"
"CaulfieldTim","x1270451453019095040"
"CaulfieldTim","x3380217346"
"CaulfieldTim","x36123018"
"CaulfieldTim","x185653786"
"CaulfieldTim","x1087183776"
"CaulfieldTim","x4388591362"
"CaulfieldTim","x23128095"
"CaulfieldTim","x1071695264"
"CaulfieldTim","x204721301"
"CaulfieldTim","x2911081"
"CaulfieldTim","x263733802"
"CaulfieldTim","x556260847"
"CaulfieldTim","x1054384752491458560"
"CaulfieldTim","x989509974"
"CaulfieldTim","x13384592"
"CaulfieldTim","x595062571"
"CaulfieldTim","x65204898"
"CaulfieldTim","x193733661"
"CaulfieldTim","x1006557078549233667"
"CaulfieldTim","x791704229551411200"
"CaulfieldTim","x64829103"
"CaulfieldTim","x19302184"
"CaulfieldTim","x479153158"
"CaulfieldTim","x241114613"
"CaulfieldTim","x3618639139"
"CaulfieldTim","x1129285553923354624"
"CaulfieldTim","x796745155"
"CaulfieldTim","x60153731"
"CaulfieldTim","x164848195"
"CaulfieldTim","x2353647894"
"CaulfieldTim","x927271399001075716"
"CaulfieldTim","x44820917"
"CaulfieldTim","x90927065"
"CaulfieldTim","x34317032"
"CaulfieldTim","x790202100"
"CaulfieldTim","x113743207"
"CaulfieldTim","x885362212507836416"
"CaulfieldTim","x14283618"
"CaulfieldTim","x614761048"
"CaulfieldTim","x3293048019"
"CaulfieldTim","x16676888"
"CaulfieldTim","x509273285"
"CaulfieldTim","x502151289"
"CaulfieldTim","x1489691"
"CaulfieldTim","x14914091"
"CaulfieldTim","x580453937"
"CaulfieldTim","x486643079"
"CaulfieldTim","x113540204"
"CaulfieldTim","x42458546"
"CaulfieldTim","x95715569"
"CaulfieldTim","x30844417"
"CaulfieldTim","x1094857747475193857"
"CaulfieldTim","x2307471154"
"CaulfieldTim","x368379922"
"CaulfieldTim","x93718597"
"CaulfieldTim","x1181307387816419329"
"CaulfieldTim","x272108097"
"CaulfieldTim","x398147182"
"CaulfieldTim","x1022975392041328640"
"CaulfieldTim","x2613452192"
"CaulfieldTim","x1288915060438503424"
"CaulfieldTim","x166985027"
"CaulfieldTim","x291345513"
"CaulfieldTim","x997866627629694978"
"CaulfieldTim","x855883779155648512"
"CaulfieldTim","x920943710254313472"
"CaulfieldTim","x149522272"
"CaulfieldTim","x4181224703"
"CaulfieldTim","x351848444"
"CaulfieldTim","x167002743"
"CaulfieldTim","x305468597"
"CaulfieldTim","x44288230"
"CaulfieldTim","x923643522"
"CaulfieldTim","x1010593116"
"CaulfieldTim","x4452652049"
"CaulfieldTim","x45511355"
"CaulfieldTim","x1251911317058998278"
"CaulfieldTim","x65015079"
"CaulfieldTim","x465750308"
"CaulfieldTim","x1002203254065950720"
"CaulfieldTim","x987849932"
"CaulfieldTim","x32062945"
"CaulfieldTim","x847087170536005632"
"CaulfieldTim","x1038599418797219840"
"CaulfieldTim","x1072308240891801601"
"CaulfieldTim","x144552023"
"CaulfieldTim","x368579690"
"CaulfieldTim","x2600359297"
"CaulfieldTim","x2968424080"
"CaulfieldTim","x936078120"
"CaulfieldTim","x783237474663432192"
"CaulfieldTim","x14097951"
"CaulfieldTim","x395515096"
"CaulfieldTim","x359074742"
"CaulfieldTim","x1268136387125153793"
"CaulfieldTim","x26849735"
"CaulfieldTim","x474658456"
"CaulfieldTim","x17158780"
"CaulfieldTim","x227468395"
"CaulfieldTim","x15859979"
"CaulfieldTim","x18831926"
"CaulfieldTim","x248465077"
"CaulfieldTim","x195572533"
"CaulfieldTim","x334856992"
"CaulfieldTim","x728619209647751168"
"CaulfieldTim","x627078767"
"CaulfieldTim","x14209342"
"CaulfieldTim","x36538425"
"CaulfieldTim","x256758335"
"CaulfieldTim","x4301940134"
"CaulfieldTim","x60295502"
"CaulfieldTim","x40812465"
"CaulfieldTim","x1537093399"
"CaulfieldTim","x1342655198"
"CaulfieldTim","x214272214"
"CaulfieldTim","x183467878"
"CaulfieldTim","x1279242751087796224"
"CaulfieldTim","x1246136124873027590"
"CaulfieldTim","x1215444012322172928"
"CaulfieldTim","x2477282563"
"CaulfieldTim","x1090787401771991040"
"CaulfieldTim","x976580803491745794"
"CaulfieldTim","x967093267128045568"
"CaulfieldTim","x95292805"
"CaulfieldTim","x45063736"
"CaulfieldTim","x241725758"
"CaulfieldTim","x993360876"
"CaulfieldTim","x3250911944"
"CaulfieldTim","x120942663"
"CaulfieldTim","x864674587518287872"
"CaulfieldTim","x2198723083"
"CaulfieldTim","x81870402"
"CaulfieldTim","x1002014071"
"CaulfieldTim","x959074945144967169"
"CaulfieldTim","x87085204"
"CaulfieldTim","x2243621838"
"CaulfieldTim","x417940027"
"CaulfieldTim","x775590919856877568"
"CaulfieldTim","x1089741467151683584"
"CaulfieldTim","x340342573"
"CaulfieldTim","x236384522"
"CaulfieldTim","x2297823997"
"CaulfieldTim","x127022396"
"CaulfieldTim","x2815350324"
"CaulfieldTim","x381664207"
"CaulfieldTim","x65609714"
"CaulfieldTim","x994291218195464192"
"CaulfieldTim","x197607341"
"CaulfieldTim","x2485871142"
"CaulfieldTim","x29780473"
"CaulfieldTim","x49689504"
"CaulfieldTim","x974294579825475586"
"CaulfieldTim","x512793079"
"CaulfieldTim","x3302785661"
"CaulfieldTim","x1266474458384130051"
"CaulfieldTim","x26343697"
"CaulfieldTim","x318735065"
"CaulfieldTim","x977310295"
"CaulfieldTim","x355697093"
"CaulfieldTim","x243038968"
"CaulfieldTim","x14188985"
"CaulfieldTim","x1222796311168077824"
"CaulfieldTim","x18955413"
"CaulfieldTim","x21139166"
"CaulfieldTim","x53763766"
"CaulfieldTim","x1319699923"
"CaulfieldTim","x283746214"
"CaulfieldTim","x16258157"
"CaulfieldTim","x137369407"
"CaulfieldTim","x22105603"
"CaulfieldTim","x1891436089"
"CaulfieldTim","x605153786"
"CaulfieldTim","x22664758"
"CaulfieldTim","x31484477"
"CaulfieldTim","x2326170426"
"CaulfieldTim","x256549503"
"CaulfieldTim","x788476965208502272"
"CaulfieldTim","x115649745"
"CaulfieldTim","x1158740674734436352"
"CaulfieldTim","x705072762084204544"
"CaulfieldTim","x487673211"
"CaulfieldTim","x1032012014292529153"
"CaulfieldTim","x3919361"
"CaulfieldTim","x92095451"
"CaulfieldTim","x112593696"
"CaulfieldTim","x13493302"
"CaulfieldTim","x634734888"
"CaulfieldTim","x15055120"
"CaulfieldTim","x857970652149579777"
"CaulfieldTim","x1165050299712589825"
"CaulfieldTim","x801727519"
"CaulfieldTim","x3983924069"
"CaulfieldTim","x991679911604686848"
"CaulfieldTim","x1007125528376160256"
"CaulfieldTim","x24472847"
"CaulfieldTim","x3168090996"
"CaulfieldTim","x16932447"
"CaulfieldTim","x5548952"
"CaulfieldTim","x2244290719"
"CaulfieldTim","x537507873"
"CaulfieldTim","x3425308599"
"CaulfieldTim","x2860593312"
"CaulfieldTim","x289085575"
"CaulfieldTim","x1071760201089462273"
"CaulfieldTim","x18481429"
"CaulfieldTim","x75584076"
"CaulfieldTim","x21906952"
"CaulfieldTim","x342335459"
"CaulfieldTim","x93476253"
"CaulfieldTim","x477336353"
"CaulfieldTim","x1081743221988847616"
"CaulfieldTim","x409013239"
"CaulfieldTim","x872526149968179200"
"CaulfieldTim","x22255244"
"CaulfieldTim","x34337337"
"CaulfieldTim","x1121799138239111168"
"CaulfieldTim","x142157505"
"CaulfieldTim","x1278073790056955905"
"CaulfieldTim","x1148826097"
"CaulfieldTim","x464677598"
"CaulfieldTim","x428390998"
"CaulfieldTim","x107391777"
"CaulfieldTim","x1881534805"
"CaulfieldTim","x811357337780944897"
"CaulfieldTim","x2289964416"
"CaulfieldTim","x180858875"
"CaulfieldTim","x54587855"
"CaulfieldTim","x418934617"
"CaulfieldTim","x956385339442163713"
"CaulfieldTim","x226087776"
"CaulfieldTim","x1646242405"
"CaulfieldTim","x25890026"
"CaulfieldTim","x1044372663584473088"
"CaulfieldTim","x6810242"
"CaulfieldTim","x830875096780771328"
"CaulfieldTim","x254422947"
"CaulfieldTim","x1907824729"
"CaulfieldTim","x1240867927299166213"
"CaulfieldTim","x386626489"
"CaulfieldTim","x1064637989916237829"
"CaulfieldTim","x3017561628"
"CaulfieldTim","x842066094"
"CaulfieldTim","x78623653"
"CaulfieldTim","x1082585659"
"CaulfieldTim","x984650443732107264"
"CaulfieldTim","x19888766"
"CaulfieldTim","x19202060"
"CaulfieldTim","x145768294"
"CaulfieldTim","x877633532214071296"
"CaulfieldTim","x1026186810676801536"
"CaulfieldTim","x1638720709"
"CaulfieldTim","x2497242884"
"CaulfieldTim","x263423358"
"CaulfieldTim","x37696233"
"CaulfieldTim","x36375825"
"CaulfieldTim","x23783764"
"CaulfieldTim","x14515799"
"CaulfieldTim","x68728901"
"CaulfieldTim","x192656149"
"CaulfieldTim","x474247509"
"CaulfieldTim","x857665802236866561"
"CaulfieldTim","x397306167"
"CaulfieldTim","x25956314"
"CaulfieldTim","x17939037"
"CaulfieldTim","x334363858"
"CaulfieldTim","x183575679"
"CaulfieldTim","x15533969"
"CaulfieldTim","x221580114"
"CaulfieldTim","x1091039957391597568"
"CaulfieldTim","x90804011"
"CaulfieldTim","x893529093760663552"
"CaulfieldTim","x1179817295394349056"
"CaulfieldTim","x261234528"
"CaulfieldTim","x21150961"
"CaulfieldTim","x3145511366"
"CaulfieldTim","x2963202742"
"CaulfieldTim","x970169474"
"CaulfieldTim","x37922185"
"CaulfieldTim","x915371022039310336"
"CaulfieldTim","x1071160775627161601"
"CaulfieldTim","x25127782"
"CaulfieldTim","x848298049"
"CaulfieldTim","x469277383"
"CaulfieldTim","x971894091179950080"
"CaulfieldTim","x1186465114612011008"
"CaulfieldTim","x1618920494"
"CaulfieldTim","x338696948"
"CaulfieldTim","x2383882980"
"CaulfieldTim","x1854023672"
"CaulfieldTim","x50448452"
"CaulfieldTim","x463077807"
"CaulfieldTim","x14360732"
"CaulfieldTim","x20052487"
"CaulfieldTim","x21126840"
"CaulfieldTim","x37723353"
"CaulfieldTim","x104255797"
"CaulfieldTim","x39945465"
"CaulfieldTim","x151965668"
"CaulfieldTim","x464056843"
"CaulfieldTim","x489057955"
"CaulfieldTim","x258847118"
"CaulfieldTim","x485956409"
"CaulfieldTim","x1284251213765246976"
"CaulfieldTim","x113516847"
"CaulfieldTim","x3069556899"
"CaulfieldTim","x259260313"
"CaulfieldTim","x1288485038"
"CaulfieldTim","x4324844055"
"CaulfieldTim","x73457013"
"CaulfieldTim","x148154868"
"CaulfieldTim","x15709550"
"CaulfieldTim","x74711006"
"CaulfieldTim","x22680659"
"CaulfieldTim","x18725921"
"CaulfieldTim","x42782695"
"CaulfieldTim","x1641558816"
"CaulfieldTim","x7773732"
"CaulfieldTim","x26117944"
"CaulfieldTim","x2194187249"
"CaulfieldTim","x52778770"
"CaulfieldTim","x765744521153945601"
"CaulfieldTim","x206479660"
"CaulfieldTim","x2617846409"
"CaulfieldTim","x376570418"
"CaulfieldTim","x90636188"
"CaulfieldTim","x2546257526"
"CaulfieldTim","x22209185"
"CaulfieldTim","x451873694"
"CaulfieldTim","x2826578782"
"CaulfieldTim","x112017297"
"CaulfieldTim","x146123790"
"CaulfieldTim","x19120080"
"CaulfieldTim","x54350322"
"CaulfieldTim","x19030517"
"CaulfieldTim","x607698782"
"CaulfieldTim","x774013585"
"CaulfieldTim","x916578528036118528"
"CaulfieldTim","x748637163357499392"
"CaulfieldTim","x6273552"
"CaulfieldTim","x818584350333669376"
"CaulfieldTim","x31467443"
"CaulfieldTim","x1573873243"
"CaulfieldTim","x14311950"
"CaulfieldTim","x1623111524"
"CaulfieldTim","x956523931862781955"
"CaulfieldTim","x1256453258312212481"
"CaulfieldTim","x38562620"
"CaulfieldTim","x1044241"
"CaulfieldTim","x48942356"
"CaulfieldTim","x14457021"
"CaulfieldTim","x21094005"
"CaulfieldTim","x4494758476"
"CaulfieldTim","x3367414197"
"CaulfieldTim","x1581466506"
"CaulfieldTim","x1575529776"
"CaulfieldTim","x1651522832"
"CaulfieldTim","x1101268740447129600"
"CaulfieldTim","x188731528"
"CaulfieldTim","x26757633"
"CaulfieldTim","x496281895"
"CaulfieldTim","x2279201382"
"CaulfieldTim","x2291721752"
"CaulfieldTim","x797456892452859904"
"CaulfieldTim","x122127786"
"CaulfieldTim","x87583850"
"CaulfieldTim","x1257947078732341253"
"CaulfieldTim","x186791663"
"CaulfieldTim","x30008429"
"CaulfieldTim","x84445191"
"CaulfieldTim","x41561657"
"CaulfieldTim","x18691807"
"CaulfieldTim","x3368300729"
"CaulfieldTim","x28025200"
"CaulfieldTim","x1352239506"
"CaulfieldTim","x50778320"
"CaulfieldTim","x65134016"
"CaulfieldTim","x1243200362623926274"
"CaulfieldTim","x1075615339658891264"
"CaulfieldTim","x1345345074"
"CaulfieldTim","x388503174"
"CaulfieldTim","x134765219"
"CaulfieldTim","x370209860"
"CaulfieldTim","x105047912"
"CaulfieldTim","x285236647"
"CaulfieldTim","x52217262"
"CaulfieldTim","x3145930709"
"CaulfieldTim","x250833376"
"CaulfieldTim","x4073959094"
"CaulfieldTim","x1060278863874478080"
"CaulfieldTim","x2776914523"
"CaulfieldTim","x195084550"
"CaulfieldTim","x1561608704"
"CaulfieldTim","x27818124"
"CaulfieldTim","x3433028235"
"CaulfieldTim","x15301986"
"CaulfieldTim","x1237526100139331584"
"CaulfieldTim","x1072730425"
"CaulfieldTim","x78037972"
"CaulfieldTim","x94270912"
"CaulfieldTim","x849468002697453568"
"CaulfieldTim","x589535421"
"CaulfieldTim","x21184460"
"CaulfieldTim","x339189893"
"CaulfieldTim","x22952624"
"CaulfieldTim","x34020042"
"CaulfieldTim","x123653506"
"CaulfieldTim","x14534135"
"CaulfieldTim","x29342313"
"CaulfieldTim","x2432351294"
"CaulfieldTim","x889898520974467072"
"CaulfieldTim","x1002085748194074624"
"CaulfieldTim","x148593548"
"CaulfieldTim","x14050975"
"CaulfieldTim","x16204816"
"CaulfieldTim","x376808153"
"CaulfieldTim","x2338214224"
"CaulfieldTim","x18261558"
"CaulfieldTim","x4114343052"
"CaulfieldTim","x1267000009175621634"
"CaulfieldTim","x796116358882873345"
"CaulfieldTim","x1534618656"
"CaulfieldTim","x771736105"
"CaulfieldTim","x880883612"
"CaulfieldTim","x408776066"
"CaulfieldTim","x4417227492"
"CaulfieldTim","x44361737"
"CaulfieldTim","x19395039"
"CaulfieldTim","x2779309156"
"CaulfieldTim","x1107178256"
"CaulfieldTim","x59557446"
"CaulfieldTim","x376372220"
"CaulfieldTim","x3075652467"
"CaulfieldTim","x470802436"
"CaulfieldTim","x957095557935325185"
"CaulfieldTim","x847491049173823489"
"CaulfieldTim","x40539779"
"CaulfieldTim","x16045268"
"CaulfieldTim","x213689248"
"CaulfieldTim","x25776394"
"CaulfieldTim","x225944612"
"CaulfieldTim","x217471383"
"CaulfieldTim","x1268889882275000322"
"CaulfieldTim","x14981648"
"CaulfieldTim","x22999698"
"CaulfieldTim","x2811523398"
"CaulfieldTim","x14767845"
"CaulfieldTim","x169767749"
"CaulfieldTim","x76780096"
"CaulfieldTim","x3004235272"
"CaulfieldTim","x162905504"
"CaulfieldTim","x708677953"
"CaulfieldTim","x774281707524546560"
"CaulfieldTim","x407954315"
"CaulfieldTim","x2770637025"
"CaulfieldTim","x2822851"
"CaulfieldTim","x16854142"
"CaulfieldTim","x1266169056173924352"
"CaulfieldTim","x3186124933"
"CaulfieldTim","x2504584669"
"CaulfieldTim","x1066250100"
"CaulfieldTim","x516769926"
"CaulfieldTim","x1553936587"
"CaulfieldTim","x126750134"
"CaulfieldTim","x22283200"
"CaulfieldTim","x29417304"
"CaulfieldTim","x3207024664"
"CaulfieldTim","x21761071"
"CaulfieldTim","x1236816024281976833"
"CaulfieldTim","x703481822848614401"
"CaulfieldTim","x1202697410"
"CaulfieldTim","x273935884"
"CaulfieldTim","x19457950"
"CaulfieldTim","x1620885366"
"CaulfieldTim","x1069005402"
"CaulfieldTim","x17221246"
"CaulfieldTim","x1620556356"
"CaulfieldTim","x27316876"
"CaulfieldTim","x83874770"
"CaulfieldTim","x2391525378"
"CaulfieldTim","x181399525"
"CaulfieldTim","x22398799"
"CaulfieldTim","x865680475"
"CaulfieldTim","x49160944"
"CaulfieldTim","x15537007"
"CaulfieldTim","x279545698"
"CaulfieldTim","x18001497"
"CaulfieldTim","x1704646470"
"CaulfieldTim","x950838651650441216"
"CaulfieldTim","x325564562"
"CaulfieldTim","x465023535"
"CaulfieldTim","x133033883"
"CaulfieldTim","x269320054"
"CaulfieldTim","x159199125"
"CaulfieldTim","x1116398078146125824"
"CaulfieldTim","x3919171420"
"CaulfieldTim","x2575178924"
"CaulfieldTim","x861818292"
"CaulfieldTim","x22867317"
"CaulfieldTim","x16552945"
"CaulfieldTim","x2841368445"
"CaulfieldTim","x357028463"
"CaulfieldTim","x1552670406"
"CaulfieldTim","x21760760"
"CaulfieldTim","x11348282"
"CaulfieldTim","x905891231053488128"
"CaulfieldTim","x2411914772"
"CaulfieldTim","x18721290"
"CaulfieldTim","x1279411194"
"CaulfieldTim","x102594136"
"CaulfieldTim","x37257512"
"CaulfieldTim","x385131056"
"CaulfieldTim","x409557899"
"CaulfieldTim","x468764094"
"CaulfieldTim","x613832082"
"CaulfieldTim","x1175221"
"CaulfieldTim","x20038291"
"CaulfieldTim","x998783211319844865"
"CaulfieldTim","x2806065448"
"CaulfieldTim","x2983162518"
"CaulfieldTim","x13893712"
"CaulfieldTim","x4043106914"
"CaulfieldTim","x1005085697018138624"
"CaulfieldTim","x136905936"
"CaulfieldTim","x28178127"
"CaulfieldTim","x18010499"
"CaulfieldTim","x45586617"
"CaulfieldTim","x200434844"
"CaulfieldTim","x102716123"
"CaulfieldTim","x16653010"
"CaulfieldTim","x1252320337"
"CaulfieldTim","x2176358690"
"CaulfieldTim","x484262808"
"CaulfieldTim","x125329877"
"CaulfieldTim","x185684767"
"CaulfieldTim","x209172858"
"CaulfieldTim","x18212935"
"CaulfieldTim","x153898120"
"CaulfieldTim","x731074383691841536"
"CaulfieldTim","x2154621438"
"CaulfieldTim","x979717323081863168"
"CaulfieldTim","x38460961"
"CaulfieldTim","x931846863824834560"
"CaulfieldTim","x3252897177"
"CaulfieldTim","x755733097"
"CaulfieldTim","x22867931"
"CaulfieldTim","x738796494"
"CaulfieldTim","x1076155109258625025"
"CaulfieldTim","x76122505"
"CaulfieldTim","x712790648"
"CaulfieldTim","x1089742443266887680"
"CaulfieldTim","x756713112"
"CaulfieldTim","x113948820"
"CaulfieldTim","x2996259860"
"CaulfieldTim","x80750540"
"CaulfieldTim","x3050851783"
"CaulfieldTim","x374250195"
"CaulfieldTim","x22558185"
"CaulfieldTim","x277826494"
"CaulfieldTim","x14207863"
"CaulfieldTim","x258082407"
"CaulfieldTim","x247411057"
"CaulfieldTim","x262491413"
"CaulfieldTim","x976098898992402433"
"CaulfieldTim","x29328876"
"CaulfieldTim","x951995881"
"CaulfieldTim","x209197352"
"CaulfieldTim","x57124794"
"CaulfieldTim","x1170364640410374144"
"CaulfieldTim","x36451219"
"CaulfieldTim","x76956597"
"CaulfieldTim","x18573284"
"CaulfieldTim","x23739295"
"CaulfieldTim","x1250129283609223174"
"CaulfieldTim","x337910035"
"CaulfieldTim","x3896595553"
"CaulfieldTim","x17912334"
"CaulfieldTim","x71306406"
"CaulfieldTim","x1558406653"
"CaulfieldTim","x351715132"
"CaulfieldTim","x97620342"
"CaulfieldTim","x15865878"
"CaulfieldTim","x8383592"
"CaulfieldTim","x22643679"
"CaulfieldTim","x751283882457128961"
"CaulfieldTim","x617032595"
"CaulfieldTim","x243821406"
"CaulfieldTim","x600120146"
"CaulfieldTim","x14095644"
"CaulfieldTim","x394087611"
"CaulfieldTim","x80862758"
"CaulfieldTim","x1917964784"
"CaulfieldTim","x785968989092446209"
"CaulfieldTim","x22054220"
"CaulfieldTim","x1407974822"
"CaulfieldTim","x824157"
"CaulfieldTim","x2475111682"
"CaulfieldTim","x88687727"
"CaulfieldTim","x520445177"
"CaulfieldTim","x487833518"
"CaulfieldTim","x237842283"
"CaulfieldTim","x779721684148297730"
"CaulfieldTim","x1034554370057297921"
"CaulfieldTim","x1272619519"
"CaulfieldTim","x1239656978495856641"
"CaulfieldTim","x632104194"
"CaulfieldTim","x6794502"
"CaulfieldTim","x2178775035"
"CaulfieldTim","x4794534866"
"CaulfieldTim","x1317407683"
"CaulfieldTim","x2313950822"
"CaulfieldTim","x2224271"
"CaulfieldTim","x587719369"
"CaulfieldTim","x3419251203"
"CaulfieldTim","x17251787"
"CaulfieldTim","x234947344"
"CaulfieldTim","x145097709"
"CaulfieldTim","x2013741"
"CaulfieldTim","x15863265"
"CaulfieldTim","x1230138939773792258"
"CaulfieldTim","x3252879229"
"CaulfieldTim","x1343036322"
"CaulfieldTim","x186154646"
"CaulfieldTim","x962577458"
