"screen_name","word","n","total","freq"
"Coconut_enjoyer","wars",3,22,0.136363636363636
"CodyMinor620","saga",3,39,0.0769230769230769
"CodyMinor620","skywalker",3,39,0.0769230769230769
"DaiIySWGames","apple",3,16,0.1875
"DependentSpider","demo",3,26,0.115384615384615
"DiogoAntnioRis2","game",3,31,0.0967741935483871
"drpants","games",3,15,0.2
"EanDuke","star",3,23,0.130434782608696
"emmaljenn","ha",3,11,0.272727272727273
"empirisch2","getfandomgaming",3,149,0.0201342281879195
"empirisch2","launching",3,149,0.0201342281879195
"empirisch2","wild",3,149,0.0201342281879195
"equestrianduck","played",3,31,0.0967741935483871
"EricSalamandra","lego",3,24,0.125
"ezdlc","lego",3,37,0.0810810810810811
"ezdlc","saga",3,37,0.0810810810810811
"ezdlc","skywalker",3,37,0.0810810810810811
"ezdlc","star",3,37,0.0810810810810811
"ezdlc","wars",3,37,0.0810810810810811
"FanthaTracks","#fanthatracks",3,69,0.0434782608695652
"FanthaTracks","#starwars",3,69,0.0434782608695652
"freakgeek_yt","map",3,36,0.0833333333333333
"freakgeek_yt","star",3,36,0.0833333333333333
"freakgeek_yt","wars",3,36,0.0833333333333333
"fromdusktiljuan","games",3,16,0.1875
"futureotforce","grab",3,78,0.0384615384615385
"GeekInfoNow","cnet",3,38,0.0789473684210526
"gregbarkhamjr","lego",3,35,0.0857142857142857
"GregLCook","#gregcookphotography",3,62,0.0483870967741935
"GregLCook","#gregcooktoyhunter",3,62,0.0483870967741935
"GregLCook","#gregcooktoyphotography",3,62,0.0483870967741935
"GregLCook","#lego",3,62,0.0483870967741935
"GregLCook","#legophoto",3,62,0.0483870967741935
"GregLCook","#legophotographer",3,62,0.0483870967741935
"GregLCook","#legophotography",3,62,0.0483870967741935
"GregLCook","#legophotos",3,62,0.0483870967741935
"GregLCook","#legostarwars",3,62,0.0483870967741935
"GregLCook","lego",3,62,0.0483870967741935
"GregLCook","star",3,62,0.0483870967741935
"GregLCook","wars",3,62,0.0483870967741935
"GreyClo74866596","star",3,30,0.1
"GreyClo74866596","wars",3,30,0.1
"is_derpy","lego",3,17,0.176470588235294
"JediNewsNetwork","@legogroup",3,86,0.0348837209302326
"JediNewsNetwork","#legostarwars",3,86,0.0348837209302326
"JSdoesFNAF","lego",3,15,0.2
"JustTankMan","lego",3,18,0.166666666666667
"justxavier2004","galaxy",3,163,0.0184049079754601
"justxavier2004","news",3,163,0.0184049079754601
"justxavier2004","skywalker",3,163,0.0184049079754601
"kalebhanson0104","specific",3,80,0.0375
"KelziniFinalMix","batman",3,28,0.107142857142857
"LegerGiasson","skywalker",3,28,0.107142857142857
"Lego_enthusiast","512pm",3,222,0.0135135135135135
"Lego_enthusiast","https://t.co/adykm5xjln",3,222,0.0135135135135135
"Lego_enthusiast","lot",3,222,0.0135135135135135
"Lego_enthusiast","minifigures",3,222,0.0135135135135135
"Lego_enthusiast","snowspeeder",3,222,0.0135135135135135
"LegoDealsUK","delivered",3,35,0.0857142857142857
"LegoDealsUK","rrp",3,35,0.0857142857142857
"LEGOStarWarsS2","@krisherobrine1",3,622,0.00482315112540193
"LEGOStarWarsS2","clone",3,622,0.00482315112540193
"LEGOStarWarsS2","eager",3,622,0.00482315112540193
"LEGOStarWarsS2","follow",3,622,0.00482315112540193
"LEGOStarWarsS2","franchise",3,622,0.00482315112540193
"LEGOStarWarsS2","love",3,622,0.00482315112540193
"LEGOStarWarsS2","playable",3,622,0.00482315112540193
"LEGOStarWarsS2","share",3,622,0.00482315112540193
"LEGOStarWarsS2","true",3,622,0.00482315112540193
"LinterniG","game",3,62,0.0483870967741935
"LinterniG","lego",3,62,0.0483870967741935
"LinterniG","people",3,62,0.0483870967741935
"LinterniG","saga",3,62,0.0483870967741935
"LinterniG","star",3,62,0.0483870967741935
"LinterniG","wars",3,62,0.0483870967741935
"lukerob72317804","release",3,84,0.0357142857142857
"maddd1ZZ3","loading",3,37,0.0810810810810811
"maddd1ZZ3","screens",3,37,0.0810810810810811
"MariamSkywalker","lego",3,28,0.107142857142857
"MariamSkywalker","play",3,28,0.107142857142857
"MariamSkywalker","star",3,28,0.107142857142857
"MariamSkywalker","wars",3,28,0.107142857142857
"MarnoASMRFan","mario",3,59,0.0508474576271186
"MarnoASMRFan","scoobydoo",3,59,0.0508474576271186
"MarnoASMRFan","star",3,59,0.0508474576271186
"MarnoASMRFan","wars",3,59,0.0508474576271186
"McVibin","lego",3,16,0.1875
"McVibin","star",3,16,0.1875
"McVibin","wars",3,16,0.1875
"MediaholicsBlog","complete",3,36,0.0833333333333333
"MediaholicsBlog","lego",3,36,0.0833333333333333
"MediaholicsBlog","star",3,36,0.0833333333333333
"MediaholicsBlog","wars",3,36,0.0833333333333333
"mistiwyshak","games",3,17,0.176470588235294
"mlgxxx808","lego",3,23,0.130434782608696
"mutilatedlip","goty",3,11,0.272727272727273
"newsx24channel","lego",3,28,0.107142857142857
"newsx24channel","star",3,28,0.107142857142857
"newsx24channel","wars",3,28,0.107142857142857
"notefssh","lego",3,29,0.103448275862069
"notefssh","star",3,29,0.103448275862069
"notefssh","wars",3,29,0.103448275862069
"OldSkoolGeek420","star",3,24,0.125
"omonotagain","lego",3,14,0.214285714285714
"OopsAllDrops","#starwars",3,41,0.0731707317073171
"OopsAllDrops","amazon",3,41,0.0731707317073171
"OopsAllDrops","lego",3,41,0.0731707317073171
"OopsAllDrops","star",3,41,0.0731707317073171
"OopsAllDrops","wars",3,41,0.0731707317073171
"panekkkk","amp",3,37,0.0810810810810811
"pasty_mr","lego",3,16,0.1875
"PEBPhotography","@digi1701",3,74,0.0405405405405405
"PEBPhotography","dc",3,74,0.0405405405405405
"PEBPhotography","marvel",3,74,0.0405405405405405
"PEBPhotography","wars",3,74,0.0405405405405405
"pebsi82","wars",3,28,0.107142857142857
"PlayerHud","https://t.co/zkh5eag7hl",3,78,0.0384615384615385
"PodcastStardust","lego",3,45,0.0666666666666667
"PodcastStardust","runner",3,45,0.0666666666666667
"PodcastStardust","tempest",3,45,0.0666666666666667
"pushsquare","lego",3,40,0.075
"qasmokegames","wars",3,11,0.272727272727273
"robobbie_","@dinscyare",3,46,0.0652173913043478
"sega_ps1fan","game",3,27,0.111111111111111
"SgtDragon","game",3,16,0.1875
"ShilohCyan","trilogy",3,39,0.0769230769230769
"SilentRegulator","wars",3,20,0.15
"Sir_ZomWolf","lego",3,10,0.3
"sithshailar","star",3,24,0.125
"SleepyKittyPaw","lego",3,26,0.115384615384615
"SolsticeTanner","game",3,32,0.09375
"SolsticeTanner","xbox",3,32,0.09375
"SRFantasyClub","@thetowerofstars",3,51,0.0588235294117647
"SRFantasyClub","book",3,51,0.0588235294117647
"SRFantasyClub","check",3,51,0.0588235294117647
"SRFantasyClub","glimpse",3,51,0.0588235294117647
"SRFantasyClub","legacy",3,51,0.0588235294117647
"SRFantasyClub","lego",3,51,0.0588235294117647
"SRFantasyClub","light",3,51,0.0588235294117647
"SRFantasyClub","matthew",3,51,0.0588235294117647
"SRFantasyClub","murky",3,51,0.0588235294117647
"SRFantasyClub","reading",3,51,0.0588235294117647
"SRFantasyClub","star",3,51,0.0588235294117647
"SRFantasyClub","ward",3,51,0.0588235294117647
"SRFantasyClub","wars",3,51,0.0588235294117647
"SRFantasyClub","world",3,51,0.0588235294117647
"StarWarsCommand","lego",3,30,0.1
"StarWarsCommand","star",3,30,0.1
"StarWarsCommand","wars",3,30,0.1
"StarWarsGear","httpstcozjmandp47y",3,41,0.0731707317073171
"StarWarsGear","lego",3,41,0.0731707317073171
"StarWarsInforms","june",3,198,0.0151515151515152
"StarWarsToysan1","imperial",3,154,0.0194805194805195
"StarWarsToysan1","minifigures",3,154,0.0194805194805195
"StarWarsToysan1","trooper",3,154,0.0194805194805195
"Super_Nova_010","complete",3,39,0.0769230769230769
"Super_Nova_010","star",3,39,0.0769230769230769
"Super_Nova_010","wars",3,39,0.0769230769230769
"swcutscenes","#swco",3,33,0.0909090909090909
"Tact_Op","characters",3,29,0.103448275862069
"the_player_zero","lego",3,26,0.115384615384615
"the_player_zero","star",3,26,0.115384615384615
"the_player_zero","wars",3,26,0.115384615384615
"thejessijames","@poshmarkapp",3,44,0.0681818181818182
"thejessijames","#poshmark",3,44,0.0681818181818182
"thejessijames","#shopmycloset",3,44,0.0681818181818182
"thejessijames","added",3,44,0.0681818181818182
"thejessijames","check",3,44,0.0681818181818182
"thejessijames","closet",3,44,0.0681818181818182
"thejessijames","lego",3,44,0.0681818181818182
"thejessijames","listing",3,44,0.0681818181818182
"thejessijames","wars",3,44,0.0681818181818182
"ThePadTheMadLad","star",3,23,0.130434782608696
"ThePadTheMadLad","wars",3,23,0.130434782608696
"ThSleepyVampire","batman",3,38,0.0789473684210526
"tommy_capozzi","mario",3,35,0.0857142857142857
"tommy_capozzi","wii",3,35,0.0857142857142857
"ToyerToys","announced",3,102,0.0294117647058824
"ToyerToys","battles",3,102,0.0294117647058824
"Tranman64","lego",3,32,0.09375
"TreyFarrow","star",3,17,0.176470588235294
"TreyFarrow","wars",3,17,0.176470588235294
"TylerGear3","lego",3,14,0.214285714285714
"XenaGifts","amp",3,610,0.00491803278688525
"XenaGifts","darth",3,610,0.00491803278688525
"XenaGifts","instructions",3,610,0.00491803278688525
"XenaGifts","manual",3,610,0.00491803278688525
"XenaGifts","tie",3,610,0.00491803278688525
"XenaGifts","trooper",3,610,0.00491803278688525
"XenaGifts","vader",3,610,0.00491803278688525
"zOf2Halves","ps3",3,29,0.103448275862069
"___Flap___","single",2,16,0.125
"_Jaws14_","game",2,16,0.125
"_oftoday_","arcade",2,26,0.0769230769230769
"_oftoday_","battles",2,26,0.0769230769230769
"_oftoday_","coming",2,26,0.0769230769230769
"_oftoday_","games",2,26,0.0769230769230769
"_oftoday_","lego",2,26,0.0769230769230769
"_oftoday_","star",2,26,0.0769230769230769
"_oftoday_","wars",2,26,0.0769230769230769
"_pendere","lego",2,17,0.117647058823529
"_Smokesoak","game",2,17,0.117647058823529
"_Smokesoak","lego",2,17,0.117647058823529
"_Smokesoak","played",2,17,0.117647058823529
"206geek","lego",2,23,0.0869565217391304
"206geek","star",2,23,0.0869565217391304
"206geek","wars",2,23,0.0869565217391304
"5ega5aturn5tan","lego",2,14,0.142857142857143
"5ega5aturn5tan","motion",2,14,0.142857142857143
"5ega5aturn5tan","stop",2,14,0.142857142857143
"77_collings","lego",2,13,0.153846153846154
"9to5toys","@blairaltland",2,34,0.0588235294117647
"9to5toys","lego",2,34,0.0588235294117647
"A_H_Escovedo27","star",2,12,0.166666666666667
"A_H_Escovedo27","wars",2,12,0.166666666666667
"A7ZATRU","apple",2,62,0.032258064516129
"A7ZATRU","game",2,62,0.032258064516129
"A7ZATRU","month",2,62,0.032258064516129
"A7ZATRU","playdemic",2,62,0.032258064516129
"A7ZATRU","shut",2,62,0.032258064516129
"A7ZATRU","tt",2,62,0.032258064516129
"Aaron_Skyguy","lego",2,15,0.133333333333333
"Aaron_Skyguy","star",2,15,0.133333333333333
"Aaron_Skyguy","wars",2,15,0.133333333333333
"abfuckingnorma1","amp",2,15,0.133333333333333
"abyssgazingback","lego",2,15,0.133333333333333
"ADecentArtist","sun",2,26,0.0769230769230769
"AdieSahota","star",2,19,0.105263157894737
"AizuWaifu","lego",2,8,0.25
"alana_thrower","star",2,13,0.153846153846154
"alana_thrower","wars",2,13,0.153846153846154
"ALargeMoose","game",2,12,0.166666666666667
"ALargeMoose","star",2,12,0.166666666666667
"ALargeMoose","wars",2,12,0.166666666666667
"aliceonkino","lego",2,9,0.222222222222222
"alien_merchant","#starwars",2,31,0.0645161290322581
"alien_merchant","game",2,31,0.0645161290322581
"alienwolftiger","love",2,10,0.2
"alienwolftiger","star",2,10,0.2
"alienwolftiger","wars",2,10,0.2
"alliknowispain5","2k21",2,15,0.133333333333333
"alliknowispain5","current",2,15,0.133333333333333
"alliknowispain5","gen",2,15,0.133333333333333
"alliknowispain5","nba",2,15,0.133333333333333
"AmazonAzure","time",2,12,0.166666666666667
"andrearweir","@ebay",2,68,0.0294117647058824
"Andrew99717653","lego",2,13,0.153846153846154
"Andrew99717653","star",2,13,0.153846153846154
"Andrew99717653","wars",2,13,0.153846153846154
"AndrewLTumlin","friend",2,23,0.0869565217391304
"angeryarcanine","complete",2,22,0.0909090909090909
"angeryarcanine","episode",2,22,0.0909090909090909
"angeryarcanine","iii",2,22,0.0909090909090909
"angeryarcanine","lego",2,22,0.0909090909090909
"angeryarcanine","saga",2,22,0.0909090909090909
"angeryarcanine","star",2,22,0.0909090909090909
"angeryarcanine","wars",2,22,0.0909090909090909
"annapickel","lego",2,11,0.181818181818182
"Apeland2","lego",2,6,0.333333333333333
"AppDropped_UK","building",2,48,0.0416666666666667
"AppDropped_UK","grab",2,48,0.0416666666666667
"AppDropped_UK","helmet",2,48,0.0416666666666667
"AppDropped_UK","https://t.co/k4ukykvlnk",2,48,0.0416666666666667
"AppDropped_UK","imperial",2,48,0.0416666666666667
"AppDropped_UK","shuttle",2,48,0.0416666666666667
"apple13556","beat",2,16,0.125
"apple13556","percent",2,16,0.125
"AppleArcade","battles",2,21,0.0952380952380952
"AppleArcade","lego",2,21,0.0952380952380952
"appleinsider","battles",2,26,0.0769230769230769
"appleinsider","coming",2,26,0.0769230769230769
"appleinsider","game",2,26,0.0769230769230769
"appleinsider","lego",2,26,0.0769230769230769
"appleinsider","star",2,26,0.0769230769230769
"appleinsider","strategy",2,26,0.0769230769230769
"appleinsider","wars",2,26,0.0769230769230769
"ArtHolmdawg","dad",2,18,0.111111111111111
"AsrielChaos","lego",2,9,0.222222222222222
"Audaxityz","star",2,9,0.222222222222222
"Audaxityz","wars",2,9,0.222222222222222
"awildtom","game",2,6,0.333333333333333
"AzureAcedia","lego",2,25,0.08
"B1GStark","lego",2,15,0.133333333333333
"B1GStark","lol",2,15,0.133333333333333
"babano22","release",2,29,0.0689655172413793
"bargains_brick","112am",2,317,0.00630914826498423
"bargains_brick","210am",2,317,0.00630914826498423
"bargains_brick","comic",2,317,0.00630914826498423
"bargains_brick","con",2,317,0.00630914826498423
"bargains_brick","darth",2,317,0.00630914826498423
"bargains_brick","diego",2,317,0.00630914826498423
"bargains_brick","estate",2,317,0.00630914826498423
"bargains_brick","falcon",2,317,0.00630914826498423
"bargains_brick","https://t.co/pziohf4lbo",2,317,0.00630914826498423
"bargains_brick","https://t.co/s50d7evo0f",2,317,0.00630914826498423
"bargains_brick","huge",2,317,0.00630914826498423
"bargains_brick","infiltrator",2,317,0.00630914826498423
"bargains_brick","mauls",2,317,0.00630914826498423
"bargains_brick","millennium",2,317,0.00630914826498423
"bargains_brick","mini",2,317,0.00630914826498423
"bargains_brick","minifigures",2,317,0.00630914826498423
"bargains_brick","nisb",2,317,0.00630914826498423
"bargains_brick","pounds",2,317,0.00630914826498423
"bargains_brick","san",2,317,0.00630914826498423
"bargains_brick","series",2,317,0.00630914826498423
"bargains_brick","sets",2,317,0.00630914826498423
"bargains_brick","ships",2,317,0.00630914826498423
"bargains_brick","sith",2,317,0.00630914826498423
"bcolbymartin","@youtube",2,24,0.0833333333333333
"bcolbymartin","lego",2,24,0.0833333333333333
"bcolbymartin","saga",2,24,0.0833333333333333
"bcolbymartin","skywalker",2,24,0.0833333333333333
"bcolbymartin","star",2,24,0.0833333333333333
"bcolbymartin","wars",2,24,0.0833333333333333
"bcsn_official","#tech",2,39,0.0512820512820513
"bcsn_official","#techiewomen",2,39,0.0512820512820513
"bcsn_official","#technie",2,39,0.0512820512820513
"bcsn_official","#technology",2,39,0.0512820512820513
"beeb1up","lego",2,20,0.1
"beeb1up","star",2,20,0.1
"beeb1up","wars",2,20,0.1
"BestFamousToys","lego",2,22,0.0909090909090909
"BestPhotogr","star",2,18,0.111111111111111
"BestPhotogr","wars",2,18,0.111111111111111
"BigTopApps","buy",2,25,0.08
"BirdsPromotion","clone",2,18,0.111111111111111
"BirdsPromotion","lego",2,18,0.111111111111111
"BirdsPromotion","lll",2,18,0.111111111111111
"BirdsPromotion","star",2,18,0.111111111111111
"BitchinLego","amp",2,258,0.00775193798449612
"BitchinLego","brick",2,258,0.00775193798449612
"BitchinLego","fanatics",2,258,0.00775193798449612
"BitchinLego","force",2,258,0.00775193798449612
"BitchinLego","game",2,258,0.00775193798449612
"BitchinLego","gamerant",2,258,0.00775193798449612
"BitchinLego","https://t.co/mjk6voxmsg",2,258,0.00775193798449612
"BitchinLego","https://t.co/qpl9i97gim",2,258,0.00775193798449612
"BitchinLego","https://t.co/sdhrzufoyq",2,258,0.00775193798449612
"BitchinLego","map",2,258,0.00775193798449612
"BitchinLego","pirates",2,258,0.00775193798449612
"BitchinLego","planet",2,258,0.00775193798449612
"BitchinLego","princesses",2,258,0.00775193798449612
"BitchinLego","realsport101",2,258,0.00775193798449612
"BitchinLego","screen",2,258,0.00775193798449612
"BitchinLego","sets",2,258,0.00775193798449612
"BitchinLego","update",2,258,0.00775193798449612
"bleedingcool","#applearcade",2,13,0.153846153846154
"bleedingcool","#legostarwarsbattles",2,13,0.153846153846154
"bleedingcool","#starwars",2,13,0.153846153846154
"bleedingcool","exclusive",2,13,0.153846153846154
"bleedingcool","https://t.co/wmb0tudkkz",2,13,0.153846153846154
"bleedingcool","released",2,13,0.153846153846154
"bobafettfanclub","official",2,49,0.0408163265306122
"bobafettfanclub","star",2,49,0.0408163265306122
"bobafettfanclub","wars",2,49,0.0408163265306122
"bodichan","bussin",2,13,0.153846153846154
"bodichan","wars",2,13,0.153846153846154
"BogusMeatFactor","lego",2,11,0.181818181818182
"BogusMeatFactor","love",2,11,0.181818181818182
"BoresStar","@geordiejedipete",2,40,0.05
"BoresStar","episode",2,40,0.05
"BoresStar","hit",2,40,0.05
"BoresStar","link",2,40,0.05
"borithium2","game",2,17,0.117647058823529
"borithium2","indie",2,17,0.117647058823529
"BrickFanatics","brickbased",2,241,0.00829875518672199
"BrickFanatics","giving",2,241,0.00829875518672199
"BrickFanatics","minifigures",2,241,0.00829875518672199
"BrickFanatics","season",2,241,0.00829875518672199
"BrickFanatics","set",2,241,0.00829875518672199
"BrickFanatics","zavvi",2,241,0.00829875518672199
"brickscanner","anakins",2,26,0.0769230769230769
"brickscanner","interceptor",2,26,0.0769230769230769
"brickscanner","lego",2,26,0.0769230769230769
"BrickSetSearch","armored",2,2439,0.000820008200082001
"BrickSetSearch","assault",2,2439,0.000820008200082001
"BrickSetSearch","atst",2,2439,0.000820008200082001
"BrickSetSearch","attack",2,2439,0.000820008200082001
"BrickSetSearch","boba",2,2439,0.000820008200082001
"BrickSetSearch","buildable",2,2439,0.000820008200082001
"BrickSetSearch","bundle",2,2439,0.000820008200082001
"BrickSetSearch","calendar",2,2439,0.000820008200082001
"BrickSetSearch","child",2,2439,0.000820008200082001
"BrickSetSearch","collectors",2,2439,0.000820008200082001
"BrickSetSearch","creative",2,2439,0.000820008200082001
"BrickSetSearch","crest",2,2439,0.000820008200082001
"BrickSetSearch","destroyer",2,2439,0.000820008200082001
"BrickSetSearch","episode",2,2439,0.000820008200082001
"BrickSetSearch","fetts",2,2439,0.000820008200082001
"BrickSetSearch","figure",2,2439,0.000820008200082001
