"list_id","name","uri","subscriber_count","member_count","mode","description","slug","full_name","created_at","following"
"x1397316401304530945","US Politics","/CP_Dane/lists/us-politics-22038",2,35,"public","","us-politics-22038","@CP_Dane/us-politics-22038",2021-05-25 22:19:25,FALSE
"x1397224883604570115","Political stuff","/Uman2631/lists/political-stuff-14514",1,66,"public","","political-stuff-14514","@Uman2631/political-stuff-14514",2021-05-25 16:15:46,FALSE
"x1397026893220782084","Nerd","/llapamy/lists/nerd-43377",0,19,"public","","nerd-43377","@llapamy/nerd-43377",2021-05-25 03:09:01,FALSE
"x1396922512685010950","Politics","/swalker2m/lists/politics-98985",1,8,"public","","politics-98985","@swalker2m/politics-98985",2021-05-24 20:14:15,FALSE
"x1396809160876990468","Economy","/acorryecon8/lists/economy-74696",0,14,"public","","economy-74696","@acorryecon8/economy-74696",2021-05-24 12:43:50,FALSE
"x1396686219304751106","Media Voting Rights","/PromoteRights/lists/media-voting-rights-14437",0,20,"public","","media-voting-rights-14437","@PromoteRights/media-voting-rights-14437",2021-05-24 04:35:18,FALSE
"x1396576767666700288","POLITICS","/handle155/lists/politics-13074",1,26,"public","","politics-13074","@handle155/politics-13074",2021-05-23 21:20:23,FALSE
"x1396574716941541377","Politics","/JBaskettcase/lists/politics-13726",1,31,"public","","politics-13726","@JBaskettcase/politics-13726",2021-05-23 21:12:14,FALSE
"x1395769110106198016","uspol","/ufjedefall/lists/uspol-75928",0,9,"public","","uspol-75928","@ufjedefall/uspol-75928",2021-05-21 15:51:02,FALSE
"x1395763695519735822","Politics","/ZachZalewski1/lists/politics-87122",1,16,"public","","politics-87122","@ZachZalewski1/politics-87122",2021-05-21 15:29:31,FALSE
"x1395742096565309444","Experts","/RobertS83007261/lists/experts-13824",3,142,"public","Folks who know.","experts-13824","@RobertS83007261/experts-13824",2021-05-21 14:03:42,FALSE
"x1395422384941723649","News&Politics","/Tinister/lists/politics-15305",2,9,"public","","politics-15305","@Tinister/politics-15305",2021-05-20 16:53:16,FALSE
"x1394992095090335744","News/Journalists GoodnBad","/samra_steven/lists/journalists-good-n-bad-10185",5,405,"public","Finding the best - and worst - of our vaunted ""information disseminators.""","journalists-good-n-bad-10185","@samra_steven/journalists-good-n-bad-10185",2021-05-19 12:23:27,FALSE
"x1394955470721462272","US","/roy__green/lists/us-33496",0,87,"public","","us-33496","@roy__green/us-33496",2021-05-19 09:57:55,FALSE
"x1394917595967639552","US Politics","/MikeChurchLdn/lists/us-politics-88344",2,20,"public","US Politics","us-politics-88344","@MikeChurchLdn/us-politics-88344",2021-05-19 07:27:25,FALSE
"x1394423881528659974","Politics","/Keeens2324/lists/politics-13737",156,28,"public","","politics-13737","@Keeens2324/politics-13737",2021-05-17 22:45:35,FALSE
