"from","to","type"
"21013798","983470194982088704","mention"
"21013798","2167059661","mention"
"21013798","108899342","mention"
"820847294073303040","899690604","mention"
"820847294073303040","281698957","mention"
"820847294073303040","1306626901432324097","mention"
"820847294073303040","994170218862661633","mention"
"820847294073303040","994170218862661633","mention"
"453693457","899690604","mention"
"15421540","899690604","mention"
"15421540","1011817655957893120","mention"
"15421540","1011817655957893120","mention"
"15421540","1306626901432324097","mention"
"39010299","899690604","mention"
"39010299","584842022","mention"
"4495166712","899690604","mention"
"4495166712","885953601067208705","mention"
"1161732794034380800","776481824","mention"
"4697853336","624336093","mention"
"1001617414679924738","883354862896984066","mention"
"1001617414679924738","108899342","mention"
"3092381638","28491129","mention"
"3092381638","899690604","mention"
"3092381638","1001511262545592320","mention"
"3092381638","1125740926754668546","mention"
"457994194","899690604","mention"
"174434226","899690604","mention"
"730966949920825346","899690604","mention"
"2219758122","899690604","mention"
"1823987821","2880601650","mention"
"1823987821","899690604","mention"
"1141568220488298496","899690604","mention"
"1141568220488298496","994170218862661633","mention"
"1141568220488298496","771530276488908800","mention"
"2186228077","899690604","mention"
"4440103455","899690604","mention"
"1949101381","303737706","mention"
"1949101381","222234018","mention"
"1949101381","899690604","mention"
"1949101381","468825843","mention"
"1949101381","303737706","mention"
"1949101381","899690604","mention"
"14989014","899690604","mention"
"352684272","1174724115095281664","mention"
"352684272","105556785","mention"
"1174724115095281664","352684272","mention"
"1174724115095281664","105556785","mention"
"1120489812241182722","899690604","mention"
"871520243683803136","4516224193","mention"
"857712551924310017","899690604","mention"
"35906160","108899342","mention"
"107298779","899690604","mention"
"107298779","174151902","mention"
"107298779","899690604","mention"
"107298779","899690604","mention"
"633700365","108899342","mention"
"633700365","899690604","mention"
"633700365","899690604","mention"
"633700365","11963792","mention"
"633700365","899690604","mention"
"633700365","108899342","mention"
"633700365","899690604","mention"
"1382004690","899690604","mention"
"1382004690","899690604","mention"
"1382004690","786048823340576768","mention"
"896072378844934144","108899342","mention"
"345609141","3146735425","mention"
"103516223","158756964","mention"
"103516223","899690604","mention"
"103516223","956467090508087297","mention"
"97132065","899690604","mention"
"97132065","1011817655957893120","mention"
"1557461126","899690604","mention"
"874743751","301687349","mention"
"874743751","19520842","mention"
"851442654449676289","928689343530749952","mention"
"851442654449676289","711907812809506816","mention"
"970129891147632641","108899342","mention"
"970129891147632641","108899342","mention"
"1203623631856779264","108899342","mention"
"87297366","899690604","mention"
"87297366","383659156","mention"
"1015845995739926528","899690604","mention"
"1715370056","973955318987210752","mention"
"1715370056","1240977457","mention"
"1715370056","1132243872","mention"
"1715370056","944581368847224834","mention"
"529288213","903436279261495296","mention"
"20956102","51622556","mention"
"20956102","3249447912","mention"
"20956102","899690604","mention"
"20956102","3031894870","mention"
"4898725332","14769030","mention"
"437218518","3008482092","mention"
"437218518","209397605","mention"
"454603236","899690604","mention"
"25410815","3639333494","mention"
"2167059661","899690604","mention"
"2167059661","899690604","mention"
"2167059661","868016218309001216","mention"
"572916244","1125959720164941824","mention"
"122013040","899690604","mention"
"122013040","3375442228","mention"
"122013040","1134925528740159488","mention"
"122013040","3375442228","mention"
"4273884037","899690604","mention"
"3195404602","960947423320326144","mention"
"1167122150","870364054044520448","mention"
"972252528933879810","1011023633177817090","mention"
"972252528933879810","830102509230366721","mention"
"972252528933879810","575111574","mention"
"972252528933879810","915668347995480066","mention"
"972252528933879810","1022402798183477248","mention"
"972252528933879810","400694446","mention"
"972252528933879810","221697607","mention"
"972252528933879810","2715586508","mention"
"972252528933879810","905149367794982913","mention"
"972252528933879810","1541254602","mention"
"972252528933879810","768915218629996544","mention"
"972252528933879810","907042412379475969","mention"
"972252528933879810","3199856542","mention"
"24228154","127042185","mention"
"24228154","3230388598","mention"
"24228154","973955318987210752","mention"
"24228154","14580170","mention"
"21506708","87818409","mention"
"21506708","865339383200702465","mention"
"21506708","62185076","mention"
"21506708","515865890","mention"
"21506708","1436382126","mention"
"5685812","235261861","mention"
"5685812","369165118","mention"
"5685812","1116759067391868928","mention"
"5685812","14764546","mention"
"5685812","981309937","mention"
"899690604","3199856542","mention"
"899690604","922486013703925760","mention"
"1131083018406432768","3199856542","mention"
"911618422483640320","4918589052","mention"
"368551889","951169512925097984","mention"
"368551889","1241814552","mention"
"368551889","3199856542","mention"
"368551889","393334207","mention"
"368551889","3199856542","mention"
"368551889","791719318320979968","mention"
"791719318320979968","3199856542","mention"
"791719318320979968","1424825981446021128","mention"
"791719318320979968","13074042","mention"
"791719318320979968","3199856542","mention"
"791719318320979968","235261861","mention"
"791719318320979968","922486013703925760","mention"
"791719318320979968","3199856542","mention"
"922486013703925760","3199856542","mention"
"922486013703925760","421213288","mention"
"922486013703925760","2211444461","mention"
"922486013703925760","3199856542","mention"
"922486013703925760","3199856542","mention"
"922486013703925760","2211444461","mention"
"1339518313","62185076","mention"
"1339518313","21506708","mention"
"1339518313","870364054044520448","mention"
"1384192653730873344","3199856542","mention"
"1384192653730873344","3199856542","mention"
"1384192653730873344","965604675667087360","mention"
"1384192653730873344","3199856542","mention"
"1384192653730873344","3199856542","mention"
"1384192653730873344","1012717922375143424","mention"
"1384192653730873344","3199856542","mention"
"1384192653730873344","3199856542","mention"
"1384192653730873344","3199856542","mention"
"835691393762787329","3199856542","mention"
"835691393762787329","235261861","mention"
"835691393762787329","922486013703925760","mention"
"1327266882","229564414","mention"
"44126316","2440258777","mention"
"41609220","19080617","mention"
"41609220","15460048","mention"
"41609220","16890685","mention"
"41609220","19080617","mention"
"2474106733","317447400","mention"
"2474106733","1075011651366199297","mention"
"2474106733","1119519943","mention"
"2474106733","317447400","mention"
"2474106733","1075011651366199297","mention"
"2474106733","3199856542","mention"
"2474106733","3199856542","mention"
"2474106733","3199856542","mention"
"2474106733","108899342","mention"
"2474106733","3199856542","mention"
"181417925","2474106733","mention"
"88273299","2460368252","mention"
"88273299","870364054044520448","mention"
"88273299","1156648495069192193","mention"
"88273299","1224302012759715840","mention"
"88273299","1612233594","mention"
"1119519943","2474106733","mention"
"1119519943","317447400","mention"
"1119519943","1075011651366199297","mention"
"1119519943","3199856542","mention"
"329179614","870364054044520448","mention"
"329179614","945906846715580416","mention"
"329179614","2460368252","mention"
"4263987738","319124822","mention"
"4263987738","44126316","mention"
"4263987738","44126316","mention"
"4263987738","317447400","mention"
"229564414","1424825981446021128","mention"
"1004483816","16573941","mention"
"1004483816","29313885","mention"
"18104734","21506708","mention"
"18104734","13334762","mention"
"20509869","1150225184604872704","mention"
"20509869","24228154","mention"
"25859335","19304217","mention"
"19304217","354537284","mention"
"19304217","11518572","mention"
"19304217","523875557","mention"
"617291546","3300885028","mention"
"894160058539552768","21506708","mention"
"108899342","2332449199","mention"
"108899342","3199856542","mention"
"108899342","3199856542","mention"
"108899342","3199856542","mention"
"108899342","2440258777","mention"
"108899342","3199856542","mention"
"382968137","174434226","mention"
"16284661","14137772","mention"
"16284661","711367366756720640","mention"
"16284661","51529520","mention"
"16284661","1229211330","mention"
"16284661","14137772","mention"
"896072378844934144","2289067753","mention"
"896072378844934144","17194573","mention"
"1150225184604872704","20509869","mention"
"1241814552","3199856542","mention"
"1241814552","983470194982088704","mention"
"1241814552","564109829","mention"
"1241814552","983470194982088704","mention"
"1241814552","3199856542","mention"
"1241814552","235261861","mention"
"1241814552","983470194982088704","mention"
"1241814552","2440258777","mention"
"1241814552","21333228","mention"
"1241814552","2440258777","mention"
"1241814552","235261861","mention"
"1615959973","3199856542","mention"
"1615959973","129250910","mention"
"1615959973","184330863","mention"
"1615959973","4856501123","mention"
"1615959973","1031172205650923521","mention"
"1436382126","21506708","mention"
"1436382126","515865890","mention"
"1436382126","2440258777","mention"
"1436382126","736311670683926528","mention"
"1436382126","548932152","mention"
"1436382126","56860728","mention"
"548932152","1436382126","mention"
"1066151600","85008547","mention"
"369165118","255634108","mention"
"369165118","981309937","mention"
"369165118","3199856542","mention"
"369165118","1238106088102408192","mention"
"369165118","1116759067391868928","mention"
"369165118","14764546","mention"
"369165118","981309937","mention"
"951169512925097984","3199856542","mention"
"951169512925097984","393334207","mention"
"370797913","1196193239713353732","mention"
"370797913","22604597","mention"
"370797913","1001906744166174722","mention"
"370797913","21377930","mention"
"1196193239713353732","22604597","mention"
"1196193239713353732","1001906744166174722","mention"
"1196193239713353732","21377930","mention"
"1203623631856779264","103693215","mention"
"1203623631856779264","3199856542","mention"
"1203623631856779264","3199856542","mention"
"1203623631856779264","226088003","mention"
"1203623631856779264","39010299","mention"
"1203623631856779264","235261861","mention"
"1203623631856779264","39010299","mention"
"1203623631856779264","3199856542","mention"
"1203623631856779264","47332433","mention"
"1203623631856779264","47332433","mention"
"736311670683926528","1436382126","mention"
"31341000","1436382126","mention"
"520087088","3199856542","mention"
"520087088","39010299","mention"
"3092381638","1303059616679579657","mention"
"3092381638","3199856542","mention"
"3092381638","1203079969108365312","mention"
"3092381638","1571967648","mention"
"3092381638","15448732","mention"
"3092381638","534691581","mention"
"3092381638","3199856542","mention"
"43186378","12306","mention"
"43186378","69133574","mention"
"43186378","14629263","mention"
"1068390524","2622871","mention"
"1068390524","4693673593","mention"
"1068390524","2440258777","mention"
"1068390524","10950512","mention"
"1068390524","706886609598283776","mention"
"301687349","14351134","mention"
"3230388598","24228154","mention"
"3230388598","874743751","mention"
"3230388598","19304217","mention"
"69133574","14629263","mention"
"69133574","43186378","mention"
"69133574","43186378","mention"
"69133574","43186378","mention"
"69133574","1424825981446021128","mention"
"20892496","617243","mention"
"14580170","24228154","mention"
"50124536","1436382126","mention"
"13967522","3199856542","mention"
"13967522","791719318320979968","mention"
"13967522","2219758122","mention"
"13967522","3199856542","mention"
"13967522","791719318320979968","mention"
"2321122829","2321122829","mention"
"421213288","3199856542","mention"
"421213288","1700447018","mention"
"421213288","965604675667087360","mention"
"421213288","1605374798","mention"
"421213288","3199856542","mention"
"421213288","791719318320979968","mention"
"421213288","16324230","mention"
"421213288","3199856542","mention"
"421213288","791719318320979968","mention"
"421213288","16324230","mention"
"421213288","34260029","mention"
"421213288","965604675667087360","mention"
"2219758122","829405647124852736","mention"
"2219758122","3199856542","mention"
"2219758122","2440258777","mention"
"2219758122","235261861","mention"
"2219758122","3140904045","mention"
"2219758122","13967522","mention"
"2219758122","3199856542","mention"
"2219758122","791719318320979968","mention"
"2219758122","13967522","mention"
"2219758122","829405647124852736","mention"
"2219758122","3199856542","mention"
"2219758122","2440258777","mention"
"2219758122","235261861","mention"
"2219758122","3140904045","mention"
"2219758122","3199856542","mention"
"2219758122","829405647124852736","mention"
"2219758122","2440258777","mention"
"2219758122","235261861","mention"
"2219758122","3140904045","mention"
"2219758122","3199856542","mention"
"2219758122","829405647124852736","mention"
"2219758122","2440258777","mention"
"2219758122","235261861","mention"
"2219758122","829405647124852736","mention"
"2219758122","3199856542","mention"
"2219758122","2440258777","mention"
"2219758122","235261861","mention"
"2219758122","3140904045","mention"
"215035672","3195404602","mention"
"215035672","513366382","mention"
"6883122","968294068559097856","mention"
"6883122","3199856542","mention"
"6883122","3199856542","mention"
"277232710","162158138","mention"
"277232710","973955318987210752","mention"
"968294068559097856","6883122","mention"
"968294068559097856","3199856542","mention"
"968294068559097856","6883122","mention"
"968294068559097856","3199856542","mention"
"1605374798","421213288","mention"
"1605374798","3199856542","mention"
"1605374798","791719318320979968","mention"
"1605374798","16324230","mention"
"400694446","40217297","mention"
"400694446","617243","mention"
"400694446","865339383200702465","mention"
"400694446","1241762784502824965","mention"
"400694446","770490229769789440","mention"
"40217297","617243","mention"
"183575679","617243","mention"
"105529826","617243","mention"
"105529826","2987122085","mention"
"105529826","617243","mention"
"105529826","2987122085","mention"
"1700447018","421213288","mention"
"1700447018","13074042","mention"
"1700447018","965604675667087360","mention"
"1700447018","965604675667087360","mention"
"1700447018","34255829","mention"
"1073388199","617243","mention"
"97582853","35865470","mention"
"97582853","617243","mention"
"97582853","617243","mention"
"47332433","20163265","mention"
"47332433","554485844","mention"
"47332433","790360285","mention"
"47332433","3199856542","mention"
"47332433","1823987821","mention"
"47332433","1411105375","mention"
"22604597","3028524397","mention"
"34260029","47332433","mention"
"2211444461","3199856542","mention"
"2211444461","421213288","mention"
"2211444461","922486013703925760","mention"
"2211444461","2508303458","mention"
"2211444461","965604675667087360","mention"
"2211444461","965604675667087360","mention"
"942607834063294465","20049955","mention"
"942607834063294465","380749300","mention"
"755726","235261861","mention"
"16741059","72144370","mention"
"16741059","224451107","mention"
"16741059","211937351","mention"
"16741059","72144370","mention"
"16741059","224451107","mention"
"16741059","211937351","mention"
"554485844","2440258777","mention"
"554485844","3199856542","mention"
"554485844","1091555474439208961","mention"
"554485844","3199856542","mention"
"554485844","1012717922375143424","mention"
"554485844","3199856542","mention"
"554485844","2571501973","mention"
"554485844","20163265","mention"
"554485844","790360285","mention"
"554485844","47332433","mention"
"554485844","3199856542","mention"
"554485844","3199856542","mention"
"554485844","47332433","mention"
"20163265","790360285","mention"
"20163265","47332433","mention"
"20163265","3199856542","mention"
"1823987821","1908632491","mention"
"1823987821","3199856542","mention"
"1823987821","1411105375","mention"
"1823987821","47332433","mention"
"107829278","970129891147632641","mention"
"107829278","3199856542","mention"
"970129891147632641","107829278","mention"
"970129891147632641","3199856542","mention"
"3111530578","3199856542","mention"
"3111530578","965604675667087360","mention"
"1011023633177817090","3199856542","mention"
"1011023633177817090","965604675667087360","mention"
"1411105375","1241814552","mention"
"1411105375","235261861","mention"
"1411105375","1195397574233968641","mention"
"814826774","3199856542","mention"
"814826774","965604675667087360","mention"
"322679390","75958753","mention"
"322679390","965604675667087360","mention"
"1573690549","3199856542","mention"
"1573690549","965604675667087360","mention"
"2194463587","2326328059","mention"
"2194463587","3199856542","mention"
"2446400162","21506708","mention"
"2446400162","40291925","mention"
"2446400162","88273299","mention"
"2446400162","978666904297467904","mention"
"2446400162","2241966836","mention"
"2446400162","978666904297467904","mention"
"2446400162","2726856502","mention"
"2446400162","1014194630","mention"
"2446400162","973955318987210752","mention"
"1022402798183477248","3199856542","mention"
"1022402798183477248","1091555474439208961","mention"
"1022402798183477248","400694446","mention"
"1022402798183477248","1012717922375143424","mention"
"1022402798183477248","1091555474439208961","mention"
"1022402798183477248","400694446","mention"
"1022402798183477248","3199856542","mention"
"1022402798183477248","1012717922375143424","mention"
"1022402798183477248","3199856542","mention"
"8839152","3230388598","mention"
"8839152","874743751","mention"
"15668072","809233214","mention"
"15668072","2571501973","mention"
"15668072","1903060381","mention"
"15668072","921398240","mention"
"2440258777","127042185","mention"
"2440258777","1418020873248837634","mention"
"2440258777","354537284","mention"
"2440258777","1405971061527699466","mention"
"2440258777","3199856542","mention"
"2440258777","957284042633826306","mention"
"2440258777","1128741529160376320","mention"
"2440258777","1436382126","mention"
"2440258777","3199856542","mention"
"2440258777","829405647124852736","mention"
"2440258777","3199856542","mention"
"2440258777","957284042633826306","mention"
"2440258777","3199856542","mention"
"2440258777","3199856542","mention"
"2440258777","1241814552","mention"
"2440258777","3199856542","mention"
"2440258777","829405647124852736","mention"
"2865404679","4187716153","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","2219758122","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","235261861","mention"
"829405647124852736","3140904045","mention"
"829405647124852736","2219758122","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","235261861","mention"
"829405647124852736","3140904045","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","3368473534","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","235261861","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","2219758122","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","235261861","mention"
"829405647124852736","3140904045","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","2219758122","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","235261861","mention"
"829405647124852736","3140904045","mention"
"829405647124852736","3199856542","mention"
"829405647124852736","2219758122","mention"
"829405647124852736","2440258777","mention"
"829405647124852736","235261861","mention"
"829405647124852736","3140904045","mention"
"944231","383012058","mention"
"944231","3199856542","mention"
"944231","383012058","mention"
"825766640","88273299","mention"
"825766640","12497","mention"
"825766640","1202267633049100291","mention"
"825766640","3199856542","mention"
"825766640","385189089","mention"
"12497","795717775989833729","mention"
"319124822","4263987738","mention"
"319124822","44126316","mention"
"1215516763024003074","22604597","mention"
"1215516763024003074","4187716153","mention"
"1215516763024003074","4187716153","mention"
"4187716153","2440258777","mention"
"551600672","382968137","mention"
"551600672","215035672","mention"
"174434226","108899342","mention"
"174434226","3199856542","mention"
"748528569064710145","6642152","mention"
"1393292582793457669","3199856542","mention"
"1393292582793457669","575111574","mention"
"1393292582793457669","1424825981446021128","mention"
"1393292582793457669","973955318987210752","mention"
"45565875","193614885","mention"
"45565875","235261861","mention"
"45565875","69133574","mention"
"45565875","1241814552","mention"
"45565875","983470194982088704","mention"
"45565875","14629263","mention"
"575111574","3199856542","mention"
"575111574","1424825981446021128","mention"
"575111574","973955318987210752","mention"
"194110260","3199856542","mention"
"194110260","1424825981446021128","mention"
"194110260","973955318987210752","mention"
"1217315090","1038098888966717440","mention"
"1217315090","39010299","mention"
"1217315090","2611871510","mention"
"1217315090","3199856542","mention"
"1178204070454145024","3199856542","mention"
"1178204070454145024","1424825981446021128","mention"
"1178204070454145024","973955318987210752","mention"
"59773247","771203524872908800","mention"
"59773247","794458165987438592","mention"
"515865890","21506708","mention"
"515865890","1436382126","mention"
"11518572","14344469","mention"
"11518572","19304217","mention"
"11518572","354537284","mention"
"31956915","1241814552","mention"
"31956915","983470194982088704","mention"
"31956915","2440258777","mention"
"31956915","21333228","mention"
"17095745","825766640","mention"
"17095745","12497","mention"
"1233327888050552832","69133574","mention"
"1233327888050552832","1424825981446021128","mention"
"1233327888050552832","1424825981446021128","mention"
"235261861","1424825981446021128","mention"
"13074042","2440258777","mention"
"13074042","16741059","mention"
"1022544223302770688","1091555474439208961","mention"
"1022544223302770688","3199856542","mention"
"1022544223302770688","1012717922375143424","mention"
"89265430","1091555474439208961","mention"
"89265430","3199856542","mention"
"89265430","1012717922375143424","mention"
"1091555474439208961","3199856542","mention"
"1091555474439208961","1012717922375143424","mention"
"3346807874","896072378844934144","mention"
"105755342","3199856542","mention"
"256020572","38174427","mention"
"40291925","2440258777","mention"
"40291925","88273299","mention"
"40291925","2440258777","mention"
"513351911","156280168","mention"
"1164138674843475969","2349002576","mention"
"1164138674843475969","1431348835","mention"
"1359942243017101312","1012717922375143424","mention"
"1359942243017101312","3199856542","mention"
"1359942243017101312","235261861","mention"
"1359942243017101312","3199856542","mention"
"2289067753","896072378844934144","mention"
"2289067753","896072378844934144","mention"
"2289067753","859821260645203973","mention"
"20693089","3199856542","mention"
"371974097","733994123678490625","mention"
"371974097","3199856542","mention"
"371974097","1241814552","mention"
"371974097","2544177302","mention"
"371974097","874743751","mention"
"371974097","2440258777","mention"
"371974097","1278682220413190144","mention"
"371974097","316842679","mention"
"2547181564","1156928601561976832","mention"
"2547181564","3199856542","mention"
"261180607","1156928601561976832","mention"
"261180607","1156928601561976832","mention"
"261180607","922437152679571456","mention"
"261180607","1012717922375143424","mention"
"2611871510","3199856542","mention"
"780551700432117760","3199856542","mention"
"354537284","13074042","mention"
"354537284","46245868","mention"
"354537284","1244070615662964737","mention"
"354537284","1163814073752072192","mention"
"354537284","16324230","mention"
"354537284","46245868","mention"
"354537284","46245868","mention"
"354537284","1163814073752072192","mention"
"354537284","16324230","mention"
"2868546908","3199856542","mention"
"2868546908","69133574","mention"
"72144370","224451107","mention"
"72144370","16741059","mention"
"72144370","16741059","mention"
"46245868","960947423320326144","mention"
"46245868","13074042","mention"
"46245868","240051701","mention"
"46245868","1171112949051559938","mention"
"46245868","235261861","mention"
"1116759067391868928","369165118","mention"
"1116759067391868928","14764546","mention"
"1116759067391868928","981309937","mention"
"25819761","181417925","mention"
"25819761","2474106733","mention"
"25819761","2474106733","mention"
"25819761","1943578656","mention"
"25819761","1918556978","mention"
"58448784","813333008","mention"
"58448784","12298822","mention"
"58448784","720619733905776640","mention"
"437511920","88273299","mention"
"18855100","3006941827","mention"
"18855100","88273299","mention"
"742043533","3199856542","mention"
"742043533","5685812","mention"
"742043533","235261861","mention"
"874743751","176883031","mention"
"874743751","1313137480661643264","mention"
"224451107","2321526834","mention"
"224451107","108899342","mention"
"224451107","3199856542","mention"
"13384592","108899342","mention"
"13384592","3199856542","mention"
"2332449199","108899342","mention"
"2332449199","3199856542","mention"
"552192443","22604597","mention"
"552192443","3028524397","mention"
"552192443","4187716153","mention"
"552192443","25203403","mention"
"190286772","13074042","mention"
"758190759292002304","15977222","mention"
"758190759292002304","52961107","mention"
"17764856","15977222","mention"
"1012717922375143424","3199856542","mention"
"1012717922375143424","1343443016","mention"
"1012717922375143424","1608190106","mention"
"1012717922375143424","3199856542","mention"
"1012717922375143424","1094863161419653125","mention"
"1012717922375143424","1280779280579022848","mention"
"1012717922375143424","1608190106","mention"
"90595787","3199856542","mention"
"778773117036617732","3199856542","mention"
"778773117036617732","226088003","mention"
"965604675667087360","791719318320979968","mention"
"965604675667087360","965604675667087360","mention"
"492415178","108899342","mention"
"492415178","706886609598283776","mention"
"1608190106","3199856542","mention"
"1608190106","1012717922375143424","mention"
"276731093","3199856542","mention"
"3146735425","3199856542","mention"
"997930951","176883031","mention"
"1026138424300855297","606046667","mention"
"1026138424300855297","3199856542","mention"
"543981616","3199856542","mention"
"543981616","1176212436199903232","mention"
"223240618","3199856542","mention"
"15163166","176883031","mention"
"853839421","421213288","mention"
"853839421","34260029","mention"
"853839421","965604675667087360","mention"
"853839421","2984742628","mention"
"853839421","817746294684975104","mention"
"853839421","723286045010354176","mention"
"853839421","16998179","mention"
"853839421","896072378844934144","mention"
"853839421","884839252382461952","mention"
"853839421","3199856542","mention"
"853839421","803290942002364416","mention"
"853839421","84618490","mention"
"853839421","2696425821","mention"
"853839421","94111457","mention"
"856155592578158592","4866498934","mention"
"126054015","3199856542","mention"
"126054015","769230799115722752","mention"
"1948021","3199856542","mention"
"1948021","769230799115722752","mention"
"790360285","1012717922375143424","mention"
"790360285","47332433","mention"
"931901065","1012717922375143424","mention"
"931901065","47332433","mention"
"75965553","380749300","mention"
"3140904045","2219758122","mention"
"3140904045","3199856542","mention"
"3140904045","829405647124852736","mention"
"3140904045","2440258777","mention"
"3140904045","235261861","mention"
"1311012323436437504","853839421","mention"
"1311012323436437504","94111457","mention"
"426001230","14137772","mention"
"27299201","14137772","mention"
"49476853","791719318320979968","mention"
"49476853","3199856542","mention"
"404750421","791719318320979968","mention"
"404750421","3199856542","mention"
"13541462","3199856542","mention"
"13541462","3199856542","mention"
"2532976740","2446400162","mention"
"2532976740","25819761","mention"
"2532976740","973955318987210752","mention"
"2532976740","1064717930804465664","mention"
"2532976740","229564414","mention"
"2532976740","973955318987210752","mention"
"2532976740","973955318987210752","mention"
"2532976740","973955318987210752","mention"
"1405971061527699466","24228154","mention"
"1405971061527699466","3199856542","mention"
"1405971061527699466","973955318987210752","mention"
"1405971061527699466","24228154","mention"
"1405971061527699466","3199856542","mention"
"1405971061527699466","2440258777","mention"
"1405971061527699466","957284042633826306","mention"
"1405971061527699466","2440258777","mention"
"1235718910122614784","3199856542","mention"
"1235718910122614784","1047749410686455808","mention"
"1340088921263366144","3199856542","mention"
"1340088921263366144","2832470440","mention"
"1340088921263366144","3199856542","mention"
"1340088921263366144","2832470440","mention"
"1271202547747844096","3199856542","mention"
"1730179784","3199856542","mention"
"20127985","3199856542","mention"
"1082489381754191872","3199856542","mention"
"1082489381754191872","1001511262545592320","mention"
"1283580831903158272","3199856542","mention"
"1283580831903158272","393334207","mention"
"2876078391","3199856542","mention"
"1369496128211750912","3199856542","mention"
"1369496128211750912","3199856542","mention"
"15448732","3092381638","mention"
"15448732","534691581","mention"
"15448732","3092381638","mention"
"15448732","3199856542","mention"
"15448732","3092381638","mention"
"15448732","534691581","mention"
"15448732","534691581","mention"
"15448732","534691581","mention"
"258087566","3199856542","mention"
"258087566","2440258777","mention"
"258087566","957284042633826306","mention"
"972644920371458049","1274116345290911744","mention"
"972644920371458049","509469336","mention"
"1274116345290911744","509469336","mention"
"1274116345290911744","972644920371458049","mention"
"957284042633826306","2440258777","mention"
"957284042633826306","1405971061527699466","mention"
"957284042633826306","3199856542","mention"
"958649520","2440258777","mention"
"523875557","19304217","mention"
"1325245083495538689","3199856542","mention"
"16324230","1163814073752072192","mention"
"16324230","1244070615662964737","mention"
"16324230","46245868","mention"
"16324230","13074042","mention"
"1114919558","2440258777","mention"
"1114919558","2440258777","mention"
"1022763625","2440258777","mention"
"455869462","3199856542","mention"
"771530276488908800","460315204","mention"
"263000760","3199856542","mention"
"263000760","3199856542","mention"
"37989702","1224302012759715840","mention"
"37989702","1612233594","mention"
"37989702","3697013177","mention"
"1224302012759715840","37989702","mention"
"17769335","532752544","mention"
"17769335","260399941","mention"
"17769335","334461893","mention"
"532752544","260399941","mention"
"532752544","334461893","mention"
"2840658614","36133587","mention"
"260399941","334461893","mention"
"252203607","252203607","reply"
"252203607","252203607","reply"
"252203607","252203607","reply"
"252203607","252203607","reply"
"252203607","252203607","reply"
"252203607","252203607","reply"
"252203607","252203607","reply"
"252203607","252203607","reply"
"309310257","18358227","reply"
"309310257","3030225129","reply"
"309310257","309310257","reply"
"94588684","2646052658","reply"
"946600818","3295574960","reply"
"3295574960","3419339002","reply"
"3295574960","529581527","reply"
"529581527","415818235","reply"
"304593450","456221061","reply"
"304593450","14293288","reply"
"441210459","441210459","reply"
"983304875562840064","334180397","reply"
"390603878","1225483522837827584","reply"
"390603878","334180397","reply"
"390603878","334180397","reply"
"854691799113367556","854691799113367556","reply"
"854691799113367556","854691799113367556","reply"
"854691799113367556","854691799113367556","reply"
"854691799113367556","854691799113367556","reply"
"829397164514299915","829397164514299915","reply"
"26467798","26467798","reply"
"26467798","26467798","reply"
"185066639","334180397","reply"
"415818235","18346195","reply"
"415818235","334180397","reply"
"415818235","334180397","reply"
"415818235","1109786346946744322","reply"
"300467000","38139057","reply"
"980702772","980702772","reply"
"983442504870694913","529581527","reply"
"2851116285","21299485","reply"
"21299485","94588684","reply"
"22927530","22927530","reply"
"1086699046042062848","390603878","reply"
"1275993326","369463369","reply"
"3225432743","334180397","reply"
"67738501","1669287176","reply"
"3419339002","1669287176","reply"
"1669287176","1669287176","reply"
"1669287176","1669287176","reply"
"1225483522837827584","390603878","reply"
"1225483522837827584","334180397","reply"
"331662351","3144456717","reply"
"87898448","456221061","reply"
"456221061","304593450","reply"
"735121090574422016","735121090574422016","reply"
"4259889394","4259889394","reply"
"88777842","946600818","reply"
"35694355","946600818","reply"
"1389454766","1156197137560064002","reply"
"2341132952","871967606726688768","reply"
"1103731728529661953","334180397","reply"
"2322024978","2322024978","reply"
"4229381770","4229381770","reply"
"2447639095","2447639095","reply"
"2447639095","2447639095","reply"
"499327665","19210200","reply"
"499327665","35694355","reply"
"3294036083","3294036083","reply"
"3294036083","994564712565178368","reply"
"1128893598","66182591","reply"
"2833926855","2833926855","reply"
"1287266438252765185","1164814206","reply"
"1908573277","1908573277","reply"
"239060943","3144456717","reply"
"239060943","1187299598857101312","reply"
"15363640","460927732","reply"
"1281178694","983442504870694913","reply"
"636216638","636216638","reply"
"4540590264","4540590264","reply"
"23788903","1086212927290572800","reply"
"581012668","560394145","reply"
"3031389838","2528984544","reply"
"3031389838","560394145","reply"
"830076800969666561","560394145","reply"
"1255976480670208000","560394145","reply"
"1255976480670208000","560394145","reply"
